(1.1) Sub-Category from Category Set,(1.2) Sub-Category from Category Set,All-in-one Calc (1),All-in-one Calc (2),All-in-one Calc (3),Category,Colour by Category Level,Manufacturer,Order Date,Product Name,Sub-Category,Sales
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,12/02/2020,Tennsco Double-Tier Lockers,Storage,1350.12
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Standard,21/02/2020,Standard Rollaway File with Lock,Storage,432.456
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Iceberg,11/03/2020,Iceberg Mobile Mega Data/Printer Cart,Storage,481.32
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tenex,26/03/2020,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage,67.64
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,28/03/2020,Hanging Personal Folder File,Storage,31.4
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,12/04/2020,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage,129.552
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,12/04/2020,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,51.984
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,14/04/2020,Acco Perma 4000 Stacking Storage Drawers,Storage,81.2
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,25/05/2020,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,1267.65
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Advantus,26/05/2020,Advantus Rolling Drawer Organizers,Storage,184.704
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,29/06/2020,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,191.88
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Rogers,19/07/2020,Rogers Deluxe File Chest,Storage,87.92
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Akro,25/07/2020,Akro Stacking Bins,Storage,7.89
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,29/07/2020,Fellowes High-Stak Drawer Files,Storage,704.76
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,04/09/2020,Fellowes Neat Ideas Storage Cubes,Storage,129.92
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Rogers,12/09/2020,"Rogers Jumbo File, Granite",Storage,67.9
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,18/09/2020,Tennsco Double-Tier Lockers,Storage,900.08
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Eldon,23/09/2020,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage,118.25
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,08/10/2020,Fellowes Econo/Stor Drawers,Storage,387.72
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tenex,21/10/2020,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Storage,111.672
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Eldon,04/11/2020,Eldon Portable Mobile Manager,Storage,45.248
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Akro,20/11/2020,Akro-Mils 12-Gallon Tote,Storage,39.72
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Sterilite,25/11/2020,Sterilite Officeware Hinged File Box,Storage,73.36
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,28/11/2020,"24 Capacity Maxi Data Binder Racks, Pearl",Storage,1263.3
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,28/11/2020,Tennsco Single-Tier Lockers,Storage,1126.02
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,05/12/2020,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,584.82
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,11/12/2020,Steel Personal Filing/Posting Tote,Storage,85.224
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,24/12/2020,Tennsco Double-Tier Lockers,Storage,540.048
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,21/01/2021,"Fellowes Mobile File Cart, Black",Storage,348.208
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Carina,27/03/2021,"Carina Mini System Audio Rack, Model AR050B",Storage,332.94
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Advantus,30/03/2021,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage,59.76
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,22/04/2021,Tennsco Double-Tier Lockers,Storage,675.06
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,24/04/2021,Sensible Storage WireTech Storage Systems,Storage,113.568
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,04/05/2021,Letter Size Cart,Storage,571.44
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tenex,04/05/2021,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage,16.91
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,10/06/2021,"24 Capacity Maxi Data Binder Racks, Pearl",Storage,1347.52
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,15/06/2021,"Hot File 7-Pocket, Floor Stand",Storage,142.776
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,20/06/2021,Plastic Stacking Crates & Casters,Storage,4.464
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,16/08/2021,Acco Perma 3000 Stacking Storage Drawers,Storage,67.136
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Gould Plastics,05/09/2021,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,147.184
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Decoflex,08/09/2021,"Decoflex Hanging Personal Folder File, Blue",Storage,61.68
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,09/09/2021,Fellowes Officeware Wire Shelving,Storage,628.81
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,09/09/2021,Fellowes Super Stor/Drawer Files,Storage,258.48
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,09/09/2021,X-Rack File for Hanging Folders,Storage,56.45
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,24/09/2021,Fellowes Desktop Hanging File Manager,Storage,40.29
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tenex,24/09/2021,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Storage,15.51
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,25/09/2021,Steel Personal Filing/Posting Tote,Storage,177.55
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Carina,29/09/2021,Carina Media Storage Towers in Natural & Black,Storage,243.92
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,07/10/2021,Adjustable Depth Letter/Legal Cart,Storage,580.672
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,13/10/2021,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,348.56
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,20/10/2021,Woodgrain Magazine Files by Perma,Storage,4.768
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Gould Plastics,28/10/2021,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,147.184
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Eldon,30/10/2021,Eldon Gobal File Keepers,Storage,105.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,02/11/2021,Super Decoflex Portable Personal File,Storage,59.92
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Carina,06/11/2021,Carina Double Wide Media Storage Towers in Natural & Black,Storage,259.136
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,13/11/2021,Tennsco Double-Tier Lockers,Storage,720.064
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tennsco,18/11/2021,Tennsco Commercial Shelving,Storage,81.36
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Iceberg,24/11/2021,Iceberg Mobile Mega Data/Printer Cart,Storage,1443.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Eldon,09/12/2021,Eldon Gobal File Keepers,Storage,15.14
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,17/12/2021,Adjustable Depth Letter/Legal Cart,Storage,544.38
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,22/12/2021,Crate-A-Files,Storage,26.16
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Gould Plastics,23/12/2021,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,367.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,23/12/2021,"Personal Filing Tote with Lid, Black/Gray",Storage,62.04
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,SAFCO,23/12/2021,Safco Industrial Wire Shelving System,Storage,218.352
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,25/12/2021,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,95.94
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Carina,28/12/2021,Carina Double Wide Media Storage Towers in Natural & Black,Storage,64.784
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Martin-Yale,05/04/2018,Martin Yale Chadless Opener Electric Letter Opener,Supplies,4164.05
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,19/05/2018,Acme Design Stainless Steel Bent Scissors,Supplies,34.2
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,23/06/2018,Acme Kleen Earth Office Shears,Supplies,3.104
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,12/08/2018,Acco Side-Punched Conventional Columnar Pads,Supplies,5.552
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,22/08/2018,Acme Serrated Blade Letter Opener,Supplies,7.632
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,24/08/2018,Acme Titanium Bonded Scissors,Supplies,25.5
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,19/12/2018,Acme Stainless Steel Office Snips,Supplies,7.27
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,17/01/2019,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Supplies,88.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fiskars,01/05/2019,"Fiskars 8"" Scissors, 2/Pack",Supplies,41.376
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,24/05/2020,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Supplies,69.5
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,04/08/2020,"Acme 10"" Easy Grip Assistive Scissors",Supplies,35.06
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,21/08/2020,"Acme 10"" Easy Grip Assistive Scissors",Supplies,28.048
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,19/09/2020,Letter Slitter,Supplies,5.04
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Martin-Yale,10/10/2020,Martin-Yale Premier Letter Opener,Supplies,20.608
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Staple remover,14/10/2020,Staple remover,Supplies,12.768
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Premier,04/11/2020,Premier Electric Letter Opener,Supplies,185.376
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,13/11/2020,Acme Forged Steel Scissors with Black Enamel Handles,Supplies,52.136
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,01/12/2020,Acme Softgrip Scissors,Supplies,40.7
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,16/04/2021,Compact Automatic Electric Letter Opener,Supplies,477.24
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,01/05/2021,Kleencut Forged Office Shears by Acme United Corporation,Supplies,3.328
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Martin-Yale,26/05/2021,Martin-Yale Premier Letter Opener,Supplies,25.76
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Premier,21/07/2021,Premier Electric Letter Opener,Supplies,231.72
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Staple remover,09/09/2021,Staple remover,Supplies,8.832
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fiskars,18/09/2021,"Fiskars 8"" Scissors, 2/Pack",Supplies,34.48
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acme,30/10/2021,"Acme 10"" Easy Grip Assistive Scissors",Supplies,35.06
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Staple remover,18/11/2021,Staple remover,Supplies,2.944
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Martin-Yale,19/12/2021,Martin Yale Chadless Opener Electric Letter Opener,Supplies,1665.62
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,18/01/2018,Fellowes Mighty 8 Compact Surge Protector,Appliances,64.864
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Belkin,14/02/2018,Belkin 8 Outlet Surge Protector,Appliances,81.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,31/03/2018,Fellowes Advanced Computer Series Surge Protectors,Appliances,52.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Belkin,15/04/2018,Belkin F9G930V10-GRY 9 Outlet Surge,Appliances,106.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Kensington,25/04/2018,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,270.72
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Holmes,04/05/2018,Holmes Odor Grabber,Appliances,57.68
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,04/07/2018,Fellowes Mighty 8 Compact Surge Protector,Appliances,32.432
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Hoover,04/08/2018,Hoover WindTunnel Plus Canister Vacuum,Appliances,1089.75
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Tripp Lite,15/08/2018,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,152.91
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Holmes,08/09/2018,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,56.65
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Holmes,13/09/2018,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,22.66
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Staple holder,20/09/2018,Staple holder,Appliances,43.92
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Belkin,11/11/2018,Belkin F5C206VTEL 6 Outlet Surge,Appliances,22.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,11/11/2018,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Appliances,7.78
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,17/11/2018,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,241.44
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Belkin,25/11/2018,Belkin F9G930V10-GRY 9 Outlet Surge,Appliances,320.88
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,26/11/2018,Fellowes Mighty 8 Compact Surge Protector,Appliances,40.54
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,28/11/2018,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,43.68
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,05/12/2018,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,250.26
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avanti,24/12/2018,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,361.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Belkin,24/12/2018,Belkin 7-Outlet SurgeMaster Home Series,Appliances,13.97
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Staple holder,27/12/2018,Staple holder,Appliances,10.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,05/01/2019,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,87.36
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Kensington,15/02/2019,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,541.44
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,29/03/2019,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Appliances,73.28
