Date,Department,Product Name,Page Views,Adds to Cart,Purchases,Number of Products Purchased
2025-05-02,"Books","Navy Business Book",7361,1813,1465,1465
2025-05-02,"Clothing","Yoga Pants",4414,3584,1531,4593
2025-05-02,"Food & Beverages","Vitamin Supplements",1993,1837,383,1149
2025-05-02,"Electronics","StyleHub Laptop Bag",7794,1142,913,2739
2025-05-02,"Beauty","Mascara",6356,4704,1730,5190
2025-05-02,"Clothing","Gray Gloves",9307,7348,1487,2974
2025-05-02,"Books","Cookbook",9091,2996,1581,3162
2025-05-02,"Clothing","Dress Shirt",9961,3071,1707,5121
2025-05-02,"Beauty","ClassicWear Foundation",3377,1043,153,153
2025-05-02,"Toys","Large Play-Doh Set",7625,4767,4253,12759
2025-05-02,"Beauty","SmartChoice Cleanser",1527,610,282,564
2025-05-02,"Home & Garden","Photo Frame",6933,6406,1011,1011
2025-05-02,"Books","Children Book",3093,1055,514,1542
2025-05-02,"Clothing","Baseball Cap",4125,2787,1943,3886
2025-05-02,"Toys","Musical Instrument",7713,4270,1471,2942
2025-05-02,"Electronics","Wireless Headphones",6667,3102,545,1635
2025-05-02,"Books","Travel Guide",930,831,299,897
2025-05-02,"Clothing","ClassicWear Backpack",9045,6272,811,2433
2025-05-03,"Electronics","Monitor",3040,1151,406,406
2025-05-03,"Electronics","Pink Laptop Bag",6156,4595,1140,1140
2025-05-03,"Electronics","Laptop Stand",651,274,106,212
2025-05-03,"Beauty","Nail Polish",5693,4071,957,957
2025-05-03,"Home & Garden","Photo Frame",2392,1107,280,560
2025-05-03,"Home & Garden","Small Storage Basket",4134,1712,666,666
2025-05-03,"Clothing","Large Running Shoes",4292,4077,1616,3232
2025-05-03,"Electronics","Tablet",2933,1528,937,1874
2025-05-03,"Clothing","Dress Shirt",7413,5391,2919,2919
2025-05-03,"Beauty","Mascara",162,138,80,240
2025-05-03,"Clothing","ClassicWear Backpack",5003,1580,296,592
2025-05-03,"Electronics","Power Bank",221,91,37,37
2025-05-03,"Home & Garden","Storage Basket",8168,5493,1293,3879
2025-05-03,"Home & Garden","Coffee Maker",1861,1115,253,253
2025-05-03,"Electronics","XL Mouse",9258,7235,706,2118
2025-05-03,"Electronics","Screen Protector",4091,2241,467,1401
2025-05-03,"Beauty","TechCore Body Lotion",9126,6172,706,2118
2025-05-03,"Home & Garden","SmartChoice Cutting Board",2033,962,360,1080
2025-05-03,"Beauty","Gray Lipstick",8360,7788,1182,1182
2025-05-03,"Electronics","USB-C Cable",2014,1714,510,1020
2025-05-03,"Beauty","Eye Shadow Palette",9581,7195,3414,3414
2025-05-03,"Beauty","Body Lotion",4320,3284,2460,7380
2025-05-03,"Clothing","Cotton T-Shirt",5568,1415,576,576
2025-05-03,"Electronics","PureNature USB-C Cable",9810,5786,2611,7833
2025-05-03,"Home & Garden","Pink Area Rug",2977,1475,600,1200
2025-05-03,"Clothing","Sneakers",3368,2981,1285,1285
2025-05-03,"Beauty","Shampoo",4914,1589,692,692
2025-05-03,"Home & Garden","PureNature Table Lamp",5213,2109,551,1102
2025-05-03,"Electronics","ModernLiving Laptop Stand",943,602,565,565
2025-05-03,"Clothing","16oz Backpack",8957,4193,2808,8424
2025-05-03,"Clothing","Winter Jacket",7397,2663,945,2835
2025-05-03,"Beauty","Hair Dryer",1509,917,860,2580
2025-05-03,"Electronics","Phone Case",3350,2886,371,742
2025-05-03,"Home & Garden","Utensil Set",5370,2210,712,1424
2025-05-03,"Beauty","Orange Perfume",7472,6906,2974,8922
2025-05-03,"Home & Garden","Bed Sheets Set",9657,6808,495,1485
2025-05-03,"Home & Garden","White Towel Set",302,40,33,33
2025-05-03,"Beauty","ProMax Eye Shadow Palette",4107,2671,753,753
2025-05-03,"Clothing","Orange Scarf",134,20,14,14
2025-05-03,"Electronics","SmartChoice Bluetooth Speaker",5163,1488,549,1647
2025-05-03,"Beauty","StyleHub Face Mask",5358,3803,505,1010
2025-05-03,"Home & Garden","XL Utensil Set",4759,4253,415,415
2025-05-03,"Clothing","Gloves",867,550,494,1482
2025-05-03,"Electronics","Brown Tablet",8741,1353,769,1538
2025-05-03,"Beauty","Gray Eye Shadow Palette",8379,5388,2903,8709
2025-05-03,"Electronics","Smart Watch",5256,3444,229,687
2025-05-03,"Electronics","Mouse",6698,6136,636,1908
2025-05-03,"Electronics","Webcam",7472,5108,725,1450
2025-05-03,"Clothing","Gray Gloves",7359,2041,803,2409
2025-05-03,"Home & Garden","Cutting Board",7136,2714,835,835
2025-05-03,"Clothing","Leather Belt",6094,3988,550,1650
2025-05-03,"Beauty","StyleHub Face Moisturizer",5172,1641,1271,3813
2025-05-03,"Clothing","Denim Jeans",7599,5501,4467,8934
2025-05-03,"Electronics","SmartChoice Smart Watch",3360,1335,492,492
2025-05-03,"Clothing","Hoodie",9031,1223,823,1646
2025-05-03,"Home & Garden","Table Lamp",1151,865,192,576
2025-05-03,"Electronics","XL Smart Watch",1749,1111,85,255
2025-05-03,"Electronics","Standard Laptop Stand",4355,1931,839,839
2025-05-03,"Clothing","Yoga Pants",7546,3259,696,1392
2025-05-03,"Electronics","ProMax Monitor",5717,5118,1728,5184
2025-05-03,"Beauty","Large Nail Polish",7615,6259,1131,2262
2025-05-03,"Electronics","Wireless Headphones",8121,4310,1220,3660
2025-05-03,"Home & Garden","Towel Set",4383,1332,430,430
2025-05-03,"Home & Garden","Throw Pillow",2173,1200,187,374
2025-05-03,"Home & Garden","Mixing Bowls",2808,1582,472,1416
2025-05-03,"Home & Garden","Wall Art",7444,3710,1197,3591
2025-05-03,"Food & Beverages","Vitamin Supplements",625,572,348,696
2025-05-03,"Home & Garden","Pink Table Lamp",8825,2591,1436,2872
2025-05-03,"Toys","LEGO Set",3927,928,399,798
2025-05-03,"Beauty","Lipstick",3011,2732,1477,1477
2025-05-03,"Beauty","Face Moisturizer",1209,473,154,462
2025-05-03,"Toys","Stuffed Animal",8352,5478,1581,1581
2025-05-03,"Food & Beverages","Pasta Set",2054,577,427,1281
2025-05-03,"Food & Beverages","Orange Vitamin Supplements",2716,2426,138,414
2025-05-03,"Electronics","StyleHub Laptop Bag",4985,2920,425,1275
2025-05-03,"Toys","Deluxe Stuffed Animal",8044,4152,3131,3131
2025-05-03,"Sports & Fitness","PureNature Gym Bag",5013,3434,2519,7557
2025-05-03,"Books","HomeBasics Magazine Subscription",2318,1289,1231,3693
2025-05-03,"Food & Beverages","FitLife Peanut Butter",4011,1844,1207,2414
2025-05-03,"Toys","Art Supplies Kit",779,505,42,126
2025-05-03,"Electronics","Keyboard",4432,2472,1191,2382
2025-05-03,"Food & Beverages","Olive Oil",8854,5342,4421,13263
2025-05-03,"Clothing","Red Socks Pack",9640,5906,4269,4269
2025-05-03,"Clothing","StyleHub Baseball Cap",2614,2109,187,187
2025-05-03,"Toys","ClassicWear Remote Control Car",4008,1984,716,1432
2025-05-03,"Sports & Fitness","Premium Resistance Bands",9613,7029,1695,1695
2025-05-03,"Toys","Play-Doh Set",9052,1451,956,2868
2025-05-03,"Clothing","Sunglasses",9142,8072,553,1106
2025-05-03,"Toys","Action Figure",2486,1823,403,1209
2025-05-03,"Sports & Fitness","Yoga Mat",5220,3900,850,2550
2025-05-04,"Electronics","Brown Tablet",2492,575,290,870
2025-05-04,"Electronics","Laptop Stand",6056,5147,792,792
2025-05-04,"Electronics","Wireless Headphones",8751,6813,1349,4047
2025-05-04,"Books","Children Book",7817,2185,639,1917
2025-05-04,"Electronics","Screen Protector",5897,4836,2315,4630
2025-05-04,"Electronics","Monitor",3461,2233,1480,4440
2025-05-04,"Clothing","Winter Jacket",5681,2347,501,1503
2025-05-04,"Clothing","Large Running Shoes",5277,3765,1046,1046
2025-05-04,"Sports & Fitness","Running Armband",6177,4455,650,650
2025-05-04,"Books","Poetry Collection",3814,1601,1272,1272
2025-05-04,"Sports & Fitness","Swimming Goggles",6937,6562,1125,1125
2025-05-04,"Electronics","Standard Laptop Stand",3394,1638,498,996
2025-05-04,"Books","Science Fiction",1464,876,112,224
2025-05-04,"Sports & Fitness","Exercise Ball",4370,3050,519,1038
2025-05-04,"Books","Mystery Novel",3399,950,351,351
2025-05-04,"Sports & Fitness","Standard Water Bottle",9730,6404,1080,1080
2025-05-04,"Books","Business Book",6308,1420,699,699
2025-05-04,"Home & Garden","White Towel Set",5262,2845,988,2964
2025-05-04,"Home & Garden","Throw Pillow",464,342,158,158
2025-05-04,"Books","HomeBasics Magazine Subscription",8093,3633,1523,4569
2025-05-04,"Electronics","ProMax Monitor",7794,6744,3621,7242
2025-05-04,"Clothing","StyleHub Baseball Cap",9073,4305,1719,5157
2025-05-04,"Electronics","Webcam",3808,3230,737,1474
2025-05-04,"Sports & Fitness","Water Bottle",1735,338,148,296
2025-05-04,"Beauty","TechCore Body Lotion",8714,7370,1261,3783
2025-05-04,"Books","Fantasy Series",6752,4133,2520,7560
2025-05-04,"Sports & Fitness","White Yoga Mat",3009,2229,1688,3376
2025-05-04,"Beauty","Hair Dryer",9952,8646,931,1862
2025-05-04,"Books","XL Magazine Subscription",8614,6937,1537,3074
2025-05-04,"Home & Garden","16oz Cutting Board",664,185,51,51
2025-05-04,"Toys","Building Blocks",5713,3704,987,1974
2025-05-04,"Electronics","USB-C Cable",9831,8413,1825,3650
2025-05-04,"Electronics","Pink Webcam",5361,4767,3142,3142
2025-05-04,"Books","ProMax Mystery Novel",8594,6796,1191,3573
2025-05-04,"Books","StyleHub Science Fiction",2651,1873,641,1923
2025-05-04,"Home & Garden","Curtains",2922,2377,220,660
2025-05-04,"Home & Garden","Kitchen Mat",1745,403,224,224
2025-05-04,"Books","Graphic Novel",5259,2161,869,1738
2025-05-04,"Home & Garden","Small Storage Basket",1221,378,164,164
2025-05-04,"Books","ModernLiving Graphic Novel",3729,2499,582,1746
2025-05-04,"Books","Textbook",1547,1154,695,1390
2025-05-04,"Books","ModernLiving Poetry Collection",616,243,183,183
2025-05-04,"Beauty","Cleanser",9865,7101,5559,11118
2025-05-04,"Electronics","Pink Laptop Bag",3866,658,211,422
2025-05-04,"Beauty","Black Face Mask",8031,4832,3819,7638
2025-05-04,"Clothing","Scarf",9856,5202,2938,5876
2025-05-04,"Books","Navy Business Book",5330,4565,312,312
2025-05-04,"Electronics","Bluetooth Speaker",616,340,62,124
2025-05-04,"Sports & Fitness","Gym Bag",6799,2812,1320,2640
2025-05-04,"Electronics","XL Mouse",8499,4605,3530,7060
2025-05-04,"Books","ClassicWear Fantasy Series",5916,4213,1175,1175
2025-05-04,"Sports & Fitness","Jump Rope",1223,1013,235,705
2025-05-04,"Books","Self-Help Book",710,629,350,350
2025-05-04,"Beauty","Body Lotion",5091,4408,337,337
2025-05-04,"Sports & Fitness","Dumbbell Set",766,727,417,834
2025-05-04,"Beauty","EcoStyle Perfume",932,318,150,450
2025-05-04,"Sports & Fitness","Tennis Racket",6638,4707,3925,3925
2025-05-04,"Home & Garden","Table Lamp",5568,2598,707,707
2025-05-04,"Electronics","StyleHub Laptop Bag",5096,3957,1949,1949
2025-05-04,"Clothing","Sneakers",7376,4514,453,906
2025-05-04,"Home & Garden","Towel Set",5778,2757,940,2820
2025-05-04,"Beauty","Purple Cleanser",7890,886,394,1182
2025-05-04,"Sports & Fitness","Protein Shaker",3618,1747,212,636
2025-05-04,"Clothing","Gloves",2783,1517,256,256
2025-05-04,"Books","Travel Guide",6767,2410,390,780
2025-05-04,"Sports & Fitness","Foam Roller",2656,2519,506,506
2025-05-04,"Sports & Fitness","Fitness Tracker",119,67,14,42
2025-05-04,"Beauty","Perfume",5318,2274,1364,2728
2025-05-04,"Home & Garden","Pink Table Lamp",3486,2301,1585,3170
2025-05-04,"Electronics","Smart Watch",1461,796,250,250
2025-05-04,"Clothing","Sunglasses",2139,1004,386,1158
2025-05-04,"Home & Garden","Cutting Board",2158,1872,1148,2296
2025-05-04,"Sports & Fitness","ClassicWear Swimming Goggles",7527,4741,1337,1337
2025-05-04,"Home & Garden","Mixing Bowls",4109,3450,322,644
2025-05-04,"Electronics","XL Smart Watch",9656,8512,4555,9110
2025-05-04,"Clothing","16oz Backpack",1851,1175,594,594
2025-05-04,"Electronics","Power Bank",5131,3070,913,913
2025-05-04,"Sports & Fitness","Resistance Bands",8629,7893,1420,4260
2025-05-04,"Books","Biography",236,34,14,14
2025-05-04,"Books","History Book",5121,2663,671,671
2025-05-04,"Books","Art Book",5119,3046,720,720
2025-05-04,"Sports & Fitness","Premium Resistance Bands",8592,1570,363,1089
2025-05-04,"Clothing","Orange Scarf",2929,2051,1515,3030
2025-05-04,"Clothing","ClassicWear Backpack",6027,1824,1016,2032
2025-05-04,"Sports & Fitness","PureNature Running Armband",7846,7161,4566,9132
2025-05-04,"Books","Magazine Subscription",8586,6761,1209,1209
2025-05-04,"Sports & Fitness","Basketball",7428,6005,940,2820
2025-05-04,"Food & Beverages","Protein Bars",8145,2336,790,2370
2025-05-04,"Sports & Fitness","XL Foam Roller",2387,1220,121,121
2025-05-04,"Toys","Black LEGO Set",4875,585,552,1104
2025-05-05,"Clothing","Yoga Pants",6865,5981,394,394
2025-05-05,"Home & Garden","Throw Pillow",1826,784,222,222
2025-05-05,"Electronics","StyleHub Laptop Bag",6726,5340,892,2676
2025-05-05,"Toys","Art Supplies Kit",3768,2885,1792,3584
2025-05-05,"Beauty","Cleanser",6248,5343,1244,2488
2025-05-05,"Beauty","Perfume",5250,620,347,1041
2025-05-05,"Clothing","Dress Shirt",6147,4086,2803,2803
2025-05-05,"Books","Business Book",2013,898,134,268
2025-05-05,"Sports & Fitness","Foam Roller",8653,6197,674,1348
2025-05-05,"Books","HomeBasics Magazine Subscription",6333,5582,429,858
2025-05-05,"Books","Self-Help Book",5421,2503,812,1624
2025-05-05,"Books","Fantasy Series",5778,5301,275,550
2025-05-05,"Beauty","Hair Dryer",9518,1181,939,2817
2025-05-05,"Beauty","EcoStyle Perfume",2622,1230,196,196
2025-05-05,"Sports & Fitness","Standard Water Bottle",5180,4288,2894,2894
2025-05-05,"Books","Navy Business Book",1744,1614,231,231
2025-05-05,"Home & Garden","PureNature Table Lamp",10046,5934,514,1542
2025-05-05,"Beauty","Orange Perfume",9948,3517,719,719
2025-05-05,"Books","Yellow Biography",6176,4422,256,256
2025-05-05,"Sports & Fitness","Bicycle Helmet",8052,6093,977,1954
2025-05-05,"Home & Garden","XL Utensil Set",9940,5935,1909,1909
2025-05-05,"Books","XL Magazine Subscription",7393,1530,1201,1201
2025-05-05,"Books","History Book",7120,5284,3485,10455
2025-05-05,"Home & Garden","Mixing Bowls",5381,3998,990,2970
2025-05-05,"Sports & Fitness","XL Foam Roller",7758,3400,331,331
2025-05-05,"Clothing","Gloves",7470,5720,563,1126
2025-05-05,"Electronics","USB-C Cable",4656,4282,373,746
2025-05-05,"Beauty","Gray Lipstick",2881,616,125,375
2025-05-05,"Books","Textbook",2514,366,145,290
2025-05-05,"Sports & Fitness","Running Armband",1182,1077,110,220
2025-05-05,"Beauty","TechCore Body Lotion",1840,908,770,1540
2025-05-05,"Clothing","Cotton T-Shirt",4568,884,512,1536
2025-05-05,"Toys","Robot Toy",4379,1748,831,831
2025-05-05,"Beauty","Shampoo",9328,5122,2860,2860
2025-05-05,"Sports & Fitness","Basketball",7487,3075,978,978
2025-05-05,"Beauty","Makeup Brush Set",5878,4341,868,2604
2025-05-05,"Beauty","ClassicWear Foundation",1427,908,479,479
2025-05-05,"Clothing","Backpack",5542,4569,1155,2310
2025-05-05,"Toys","White Card Game",5692,836,408,816
2025-05-05,"Books","Science Fiction",9996,8919,5738,5738
2025-05-05,"Beauty","Deluxe Serum",9870,2127,1968,3936
2025-05-05,"Food & Beverages","Energy Drinks Pack",3579,2727,280,840
2025-05-05,"Home & Garden","Bed Sheets Set",7204,4808,1083,1083
2025-05-05,"Books","Magazine Subscription",4625,4084,366,366
2025-05-05,"Clothing","Gray Gloves",3921,2474,324,972
2025-05-05,"Toys","XL Science Kit",9069,5150,1374,1374
2025-05-05,"Toys","Black Robot Toy",2883,2312,1562,4686
2025-05-05,"Home & Garden","Utensil Set",3093,1935,1365,2730
2025-05-05,"Electronics","Wireless Headphones",7277,3385,1056,1056
2025-05-05,"Electronics","Screen Protector",7794,1575,748,1496
2025-05-05,"Books","Mystery Novel",6236,2356,500,1000
2025-05-05,"Electronics","Webcam",9305,2818,1010,1010
2025-05-05,"Food & Beverages","Medium Trail Mix",8789,3170,1005,3015
2025-05-05,"Clothing","Orange Scarf",6341,3550,1230,1230
2025-05-05,"Food & Beverages","Vitamin Supplements",417,256,64,64
2025-05-05,"Beauty","Purple Cleanser",2687,2230,409,409
2025-05-05,"Beauty","Eye Shadow Palette",8134,7350,382,764
2025-05-05,"Home & Garden","Pink Table Lamp",213,196,30,90
2025-05-05,"Beauty","SmartChoice Cleanser",882,761,528,1056
2025-05-05,"Toys","Musical Instrument",9591,4668,3792,3792
2025-05-05,"Electronics","Pink Webcam",4760,2018,235,705
2025-05-05,"Sports & Fitness","Tennis Racket",7694,4198,556,1112
2025-05-05,"Electronics","TechCore Screen Protector",8985,3252,1298,2596
2025-05-05,"Home & Garden","Storage Basket",980,260,181,543
2025-05-05,"Sports & Fitness","Swimming Goggles",1937,1361,432,864
2025-05-05,"Books","Orange Travel Guide",1244,1019,76,228
2025-05-05,"Toys","Puzzle Set",9291,4244,679,1358
2025-05-05,"Books","Travel Guide",4539,2228,476,952
2025-05-05,"Home & Garden","Curtains",4500,1284,798,1596
2025-05-05,"Beauty","Body Lotion",6999,6331,2967,2967
2025-05-05,"Toys","Card Game",7723,5699,1420,2840
2025-05-05,"Clothing","16oz Backpack",386,176,97,291
2025-05-05,"Electronics","XL HDMI Cable",6833,4406,649,1947
2025-05-05,"Toys","Doll House",849,426,65,130
2025-05-05,"Toys","Educational Toy",7134,5385,1292,2584
2025-05-05,"Food & Beverages","Red Dark Chocolate",7296,3016,1099,3297
2025-05-05,"Toys","HomeBasics Science Kit",2856,1687,209,418
2025-05-05,"Food & Beverages","Cooking Sauce",659,365,287,861
2025-05-05,"Books","ModernLiving Poetry Collection",2454,1093,437,1311
2025-05-05,"Electronics","Monitor",9587,4090,1897,3794
2025-05-05,"Clothing","Hoodie",8583,5037,703,703
2025-05-05,"Books","StyleHub Science Fiction",2368,946,422,844
2025-05-05,"Sports & Fitness","Yoga Mat",9475,6558,3285,6570
2025-05-05,"Beauty","Serum",298,220,42,84
2025-05-05,"Sports & Fitness","White Yoga Mat",5456,3472,953,953
2025-05-05,"Toys","Action Figure",8930,8409,5013,5013
2025-05-05,"Books","Art Book",9926,9281,756,1512
2025-05-05,"Clothing","Sunglasses",259,120,35,35
2025-05-05,"Beauty","Black Face Mask",8866,5821,1071,3213
2025-05-05,"Toys","ClassicWear Robot Toy",470,187,153,153
2025-05-06,"Books","Graphic Novel",2285,840,503,503
2025-05-06,"Clothing","16oz Backpack",7188,6427,886,1772
2025-05-06,"Home & Garden","Storage Basket",2390,1214,135,405
2025-05-06,"Electronics","USB-C Cable",4139,920,442,884
2025-05-06,"Electronics","Smart Watch",369,263,178,356
2025-05-06,"Electronics","ProMax Monitor",9794,8858,5036,15108
2025-05-06,"Home & Garden","Candle Set",1006,841,538,1614
2025-05-06,"Beauty","Large Nail Polish",9091,3559,840,2520
2025-05-06,"Electronics","StyleHub Laptop Bag",2738,1055,271,271
2025-05-06,"Clothing","Winter Jacket",4675,3471,2684,2684
2025-05-06,"Beauty","Perfume",7124,2925,1452,1452
2025-05-06,"Clothing","Cotton T-Shirt",745,522,139,278
2025-05-06,"Home & Garden","Photo Frame",8975,5056,1758,1758
2025-05-06,"Electronics","PureNature USB-C Cable",7154,2122,737,2211
2025-05-06,"Home & Garden","Bed Sheets Set",4189,1603,376,376
2025-05-06,"Electronics","XL Smart Watch",9451,5052,1774,5322
2025-05-06,"Beauty","StyleHub Face Moisturizer",6642,3643,1197,3591
2025-05-06,"Clothing","Gloves",8059,4089,1421,1421
2025-05-06,"Home & Garden","Small Storage Basket",3344,2185,529,529
2025-05-06,"Clothing","Dress Shirt",4703,1252,521,1563
2025-05-06,"Electronics","Screen Protector",4131,3782,890,2670
2025-05-06,"Clothing","Orange Scarf",1610,1151,601,601
2025-05-06,"Books","ClassicWear Fantasy Series",4703,3292,427,1281
2025-05-06,"Beauty","Makeup Brush Set",10036,5386,1940,1940
2025-05-06,"Clothing","Large Running Shoes",8467,2580,758,1516
2025-05-06,"Sports & Fitness","Swimming Goggles",74,17,3,9
2025-05-06,"Sports & Fitness","PureNature Gym Bag",8390,4433,2374,7122
2025-05-06,"Electronics","Laptop Stand",3803,2208,461,922
2025-05-06,"Books","Yellow Biography",6083,1429,944,2832
2025-05-06,"Books","ModernLiving Graphic Novel",7877,5544,3962,3962
2025-05-06,"Books","XL Magazine Subscription",1652,999,295,885
