SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
Sunday Afternoonoatmello,10/9/2019 8:36:00 PM,oatmello,Imperfections,Sunday Afternoon,10/10/2019 1:36:00 AM
Touching SkinHigh John,10/9/2019 8:35:00 PM,High John,Lights,Touching Skin,10/10/2019 1:35:00 AM
Hang onNalim,10/9/2019 8:34:00 PM,Nalim,Complex Channel Collective Tapes Vol. 3,Hang on,10/10/2019 1:34:00 AM
study beattowser,10/9/2019 8:33:00 PM,towser,Just Kids,study beat,10/10/2019 1:33:00 AM
goneLinanthem,10/9/2019 8:31:00 PM,Linanthem,fourtwenty mixtape,gone,10/10/2019 1:31:00 AM
I need to paint my wallsA L E X,10/9/2019 8:30:00 PM,A L E X,Chillhop Essentials Winter 2018,I need to paint my walls,10/10/2019 1:30:00 AM
Things will be better soonL u c i d,10/9/2019 8:29:00 PM,L u c i d,Original Clouds // Lime,Things will be better soon,10/10/2019 1:29:00 AM
Fragile Steviejobii,10/9/2019 8:27:00 PM,jobii,Runoff,Fragile Stevie,10/10/2019 1:27:00 AM
Coffee And UnicornsHenyao,10/9/2019 8:25:00 PM,Henyao,Coffee And Unicorns,Coffee And Unicorns,10/10/2019 1:25:00 AM
The WriterSmartface,10/9/2019 8:23:00 PM,Smartface,Easy Feet,The Writer,10/10/2019 1:23:00 AM
reflectnsSaiko,10/9/2019 8:21:00 PM,Saiko,In Space,reflectns,10/10/2019 1:21:00 AM
Old Roots New TreesMade in M,10/9/2019 8:20:00 PM,Made in M,Nest,Old Roots New Trees,10/10/2019 1:20:00 AM
EchoesDontcry,10/9/2019 8:19:00 PM,Dontcry,Echoes,Echoes,10/10/2019 1:19:00 AM
Sad SakLunchmoney,10/9/2019 8:18:00 PM,Lunchmoney,Sad Sak,Sad Sak,10/10/2019 1:18:00 AM
just youAmeba,10/9/2019 8:16:00 PM,Ameba,Wish You Were Here,just you,10/10/2019 1:16:00 AM
Harbour Beachdrkmnd,10/9/2019 8:14:00 PM,drkmnd,Port Nostalgia,Harbour Beach,10/10/2019 1:14:00 AM
Willow TreeSyndrome,10/9/2019 8:13:00 PM,Syndrome,The Local Boy Tape,Willow Tree,10/10/2019 1:13:00 AM
RomantiqueKazam,10/9/2019 8:11:00 PM,Kazam,Romantique,Romantique,10/10/2019 1:11:00 AM
LighthouseEngelwood,10/9/2019 8:08:00 PM,Engelwood,Boardwalk Bumps,Lighthouse,10/10/2019 1:08:00 AM
Magua.Mora,10/9/2019 8:07:00 PM,Mora,Magua.,Magua.,10/10/2019 1:07:00 AM
iciclesFlavors,10/9/2019 8:06:00 PM,Flavors,snowscape 2 [mini tape],icicles,10/10/2019 1:06:00 AM
DaydreamsCozy Collective,10/9/2019 8:03:00 PM,Cozy Collective,Cozy in Bloom Vol. 2,Daydreams,10/10/2019 1:03:00 AM
PalmaSumwun,10/9/2019 8:02:00 PM,Sumwun,La Planta,Palma,10/10/2019 1:02:00 AM
descendingIlliterate,10/9/2019 8:01:00 PM,Illiterate,YGCBEATS002 : Illiterate,descending,10/10/2019 1:01:00 AM
Loved Onesbluntone,10/9/2019 7:59:00 PM,bluntone,Loved Ones,Loved Ones,10/10/2019 12:59:00 AM
Hokema GuyHM SURF,10/9/2019 7:58:00 PM,HM SURF,Waterbed,Hokema Guy,10/10/2019 12:58:00 AM
Sk8teing in Central ParkWun Two,10/9/2019 7:57:00 PM,Wun Two,Snow Vol. 2,Sk8teing in Central Park,10/10/2019 12:57:00 AM
ExcursionDylan Sitts,10/9/2019 7:55:00 PM,Dylan Sitts,Swimmingly,Excursion,10/10/2019 12:55:00 AM
Sleeping on the BlacktopColter Wall,10/9/2019 7:16:00 PM,Colter Wall,Imaginary Appalachia,Sleeping on the Blacktop,10/10/2019 12:16:00 AM
All My LoveStick Figure,10/9/2019 7:11:00 PM,Stick Figure,Set in Stone,All My Love,10/10/2019 12:11:00 AM
Every Little Thing She Does Is MagicThe Police,10/9/2019 4:51:00 PM,The Police,Ghost In The Machine (Remastered),Every Little Thing She Does Is Magic,10/9/2019 9:51:00 PM
Born in the U.S.A.Bruce Springsteen,10/9/2019 4:47:00 PM,Bruce Springsteen,Born in the U.S.A.,Born in the U.S.A.,10/9/2019 9:47:00 PM
Walk This Way (feat. Aerosmith)Run–D.M.C.,10/9/2019 4:41:00 PM,Run–D.M.C.,Raising Hell,Walk This Way (feat. Aerosmith),10/9/2019 9:41:00 PM
Lucky StarMadonna,10/9/2019 4:36:00 PM,Madonna,Madonna,Lucky Star,10/9/2019 9:36:00 PM
End of the LineTraveling Wilburys,10/9/2019 4:32:00 PM,Traveling Wilburys,The Traveling Wilburys Vol. 1,End of the Line,10/9/2019 9:32:00 PM
I Won't Back DownTom Petty,10/9/2019 4:29:00 PM,Tom Petty,Full Moon Fever,I Won't Back Down,10/9/2019 9:29:00 PM
Magic MountainFireKid,10/9/2019 4:15:00 PM,FireKid,Firekid,Magic Mountain,10/9/2019 9:15:00 PM
PowerfulMajor Lazer,10/9/2019 4:11:00 PM,Major Lazer,Peace Is the Mission,Powerful,10/9/2019 9:11:00 PM
Cupid's Chokehold / Breakfast in AmericaGym Class Heroes,10/9/2019 4:06:00 PM,Gym Class Heroes,The Papercut Chronicles,Cupid's Chokehold / Breakfast in America,10/9/2019 9:06:00 PM
Fantastic LoveThe Floozies,10/9/2019 4:02:00 PM,The Floozies,Do Your Thing,Fantastic Love,10/9/2019 9:02:00 PM
Here Comes the Hotstepper - Heartical MixIni Kamoze,10/9/2019 3:58:00 PM,Ini Kamoze,On Your 90's Radio,Here Comes the Hotstepper - Heartical Mix,10/9/2019 8:58:00 PM
Good IntentionsRobert Ellis,10/9/2019 3:55:00 PM,Robert Ellis,The Lights from the Chemical Plant,Good Intentions,10/9/2019 8:55:00 PM
The Hurricane's EyeJesse Roper,10/9/2019 3:52:00 PM,Jesse Roper,Red Bird,The Hurricane's Eye,10/9/2019 8:52:00 PM
What's The DifferenceDr. Dre,10/9/2019 3:48:00 PM,Dr. Dre,2001,What's The Difference,10/9/2019 8:48:00 PM
Letting InBeauville,10/9/2019 3:45:00 PM,Beauville,Letting In,Letting In,10/9/2019 8:45:00 PM
Re.UpRationale,10/9/2019 3:34:00 PM,Rationale,Re.Up,Re.Up,10/9/2019 8:34:00 PM
Letting InBeauville,10/9/2019 3:29:00 PM,Beauville,Letting In,Letting In,10/9/2019 8:29:00 PM
Guys My AgeHey Violet,10/9/2019 3:26:00 PM,Hey Violet,Guys My Age,Guys My Age,10/9/2019 8:26:00 PM
Love Sex And Fancy ThingsThe Floozies,10/9/2019 3:20:00 PM,The Floozies,Tell Your Mother,Love Sex And Fancy Things,10/9/2019 8:20:00 PM
I Can't WaitStar & Micey,10/9/2019 3:17:00 PM,Star & Micey,I Can't Wait,I Can't Wait,10/9/2019 8:17:00 PM
TortureEric Krasno,10/9/2019 3:14:00 PM,Eric Krasno,Blood from a Stone,Torture,10/9/2019 8:14:00 PM
Cocaine JesusRainbow Kitten Surprise,10/9/2019 3:10:00 PM,Rainbow Kitten Surprise,RKS,Cocaine Jesus,10/9/2019 8:10:00 PM
Elevator OperatorCourtney Barnett,10/9/2019 3:07:00 PM,Courtney Barnett,Sometimes I Sit and Think and Sometimes I Just Sit,Elevator Operator,10/9/2019 8:07:00 PM
RiverbottomJonathan Tyler & The Northern Lights,10/9/2019 3:03:00 PM,Jonathan Tyler & The Northern Lights,Holy Smokes,Riverbottom,10/9/2019 8:03:00 PM
Love Me TenderlyThe Felice Brothers,10/9/2019 3:00:00 PM,The Felice Brothers,The Felice Brothers,Love Me Tenderly,10/9/2019 8:00:00 PM
Home by the Sea - 2007 RemasterGenesis,10/9/2019 2:55:00 PM,Genesis,Genesis,Home by the Sea - 2007 Remaster,10/9/2019 7:55:00 PM
Something From Outer SpaceVibe Street,10/9/2019 2:49:00 PM,Vibe Street,She Makes Me Feel EP,Something From Outer Space,10/9/2019 7:49:00 PM
Super Rich KidsFrank Ocean,10/9/2019 2:43:00 PM,Frank Ocean,channel ORANGE,Super Rich Kids,10/9/2019 7:43:00 PM
DragulaRob Zombie,10/9/2019 2:34:00 PM,Rob Zombie,Best Of/20th Century,Dragula,10/9/2019 7:34:00 PM
Lose Yourself - From 8 Mile SoundtrackEminem,10/9/2019 2:29:00 PM,Eminem,SHADYXV,Lose Yourself - From 8 Mile Soundtrack,10/9/2019 7:29:00 PM
Jack Is BackSonia Leigh,10/9/2019 2:26:00 PM,Sonia Leigh,Jack Is Back,Jack Is Back,10/9/2019 7:26:00 PM
Hold on I'm ComingWelshly Arms,10/9/2019 2:21:00 PM,Welshly Arms,Covers EP,Hold on I'm Coming,10/9/2019 7:21:00 PM
Chop Suey!System of a Down,10/9/2019 2:18:00 PM,System of a Down,Toxicity,Chop Suey!,10/9/2019 7:18:00 PM
Evil TwinKrrum,10/9/2019 2:14:00 PM,Krrum,Evil Twin,Evil Twin,10/9/2019 7:14:00 PM
Children Of The SunBilly Thorpe,10/9/2019 2:07:00 PM,Billy Thorpe,Children Of The Sun...Revisited,Children Of The Sun,10/9/2019 7:07:00 PM
The Next EpisodeDr. Dre,10/9/2019 2:05:00 PM,Dr. Dre,2001,The Next Episode,10/9/2019 7:05:00 PM
OverkillMotörhead,10/9/2019 8:47:00 AM,Motörhead,Overkill (Deluxe Edition),Overkill,10/9/2019 1:47:00 PM
Girl CrushLittle Big Town,10/8/2019 4:48:00 PM,Little Big Town,Pain Killer,Girl Crush,10/8/2019 9:48:00 PM
Don't Take My Man to IdahoJessica Hernandez and the Deltas,10/8/2019 4:45:00 PM,Jessica Hernandez and the Deltas,Deceptacon / Don't Take My Man to Idaho - Single,Don't Take My Man to Idaho,10/8/2019 9:45:00 PM
No Sugar TonightThe Guess Who,10/8/2019 4:40:00 PM,The Guess Who,The Best Of The Guess Who,No Sugar Tonight,10/8/2019 9:40:00 PM
Fashionable PeopleJoel Plaskett Emergency,10/8/2019 4:36:00 PM,Joel Plaskett Emergency,Ashtray Rock,Fashionable People,10/8/2019 9:36:00 PM
Moments PassedDermot Kennedy,10/8/2019 4:29:00 PM,Dermot Kennedy,Moments Passed,Moments Passed,10/8/2019 9:29:00 PM
By My SideThe Rides,10/8/2019 4:24:00 PM,The Rides,Pierced Arrow (Deluxe Edition),By My Side,10/8/2019 9:24:00 PM
Piece Of Your Mind feat. Iona Swift and Beat Fatigue - Grid Division RemixCheshire,10/8/2019 3:43:00 PM,Cheshire,Smokescreens & Somersaults (The Remixes),Piece Of Your Mind feat. Iona Swift and Beat Fatigue - Grid Division Remix,10/8/2019 8:43:00 PM
I Mean SomethingPeaches,10/8/2019 3:40:00 PM,Peaches,RUB,I Mean Something,10/8/2019 8:40:00 PM
BodysnatchersDave Rawlings Machine,10/8/2019 3:34:00 PM,Dave Rawlings Machine,Nashville Obsolete,Bodysnatchers,10/8/2019 8:34:00 PM
Forever MineAndra Day,10/8/2019 3:30:00 PM,Andra Day,Forever Mine,Forever Mine,10/8/2019 8:30:00 PM
Queso BlancoQuaker City Night Hawks,10/8/2019 3:27:00 PM,Quaker City Night Hawks,Queso Blanco,Queso Blanco,10/8/2019 8:27:00 PM
DreamcatchersOdetta Hartman,10/8/2019 3:25:00 PM,Odetta Hartman,222,Dreamcatchers,10/8/2019 8:25:00 PM
Pool Of Booze Booze BoozaVolbeat,10/8/2019 3:22:00 PM,Volbeat,The Strength / The Sound / The Songs,Pool Of Booze Booze Booza,10/8/2019 8:22:00 PM
NevermindDennis Lloyd,10/8/2019 3:19:00 PM,Dennis Lloyd,Nevermind,Nevermind,10/8/2019 8:19:00 PM
CrooksMike Pinto,10/8/2019 3:13:00 PM,Mike Pinto,Hotel Rendezvous,Crooks,10/8/2019 8:13:00 PM
Oh My Dear LordThe Unlikely Candidates,10/8/2019 3:10:00 PM,The Unlikely Candidates,Oh My Dear Lord,Oh My Dear Lord,10/8/2019 8:10:00 PM
Come With Me NowKONGOS,10/8/2019 3:07:00 PM,KONGOS,Come With Me Now - Single,Come With Me Now,10/8/2019 8:07:00 PM
One TimeMarian Hill,10/8/2019 3:03:00 PM,Marian Hill,Sway,One Time,10/8/2019 8:03:00 PM
Twitch and TugHugo,10/8/2019 3:00:00 PM,Hugo,Deep In the Long Grass,Twitch and Tug,10/8/2019 8:00:00 PM
How LongCharlie Puth,10/8/2019 2:57:00 PM,Charlie Puth,Voicenotes,How Long,10/8/2019 7:57:00 PM
Sing Along - DemoRobert Ellis,10/8/2019 2:43:00 PM,Robert Ellis,The Lights From The Chemical Plant (Deluxe Edition),Sing Along - Demo,10/8/2019 7:43:00 PM
FireBarns Courtney,10/8/2019 2:40:00 PM,Barns Courtney,Fire,Fire,10/8/2019 7:40:00 PM
HomeMoontricks,10/8/2019 2:35:00 PM,Moontricks,Home EP,Home,10/8/2019 7:35:00 PM
HomeMoontricks,10/8/2019 1:48:00 PM,Moontricks,Home EP,Home,10/8/2019 6:48:00 PM
Mind Of A JunkieAnders Osborne,10/8/2019 1:41:00 PM,Anders Osborne,Black Eye Galaxy,Mind Of A Junkie,10/8/2019 6:41:00 PM
No Grave (feat. Def3)Late Night Radio,10/8/2019 1:36:00 PM,Late Night Radio,Reflective Tangents,No Grave (feat. Def3),10/8/2019 6:36:00 PM
Divisionary (Do The Right Thing)Ages and Ages,10/8/2019 8:41:00 AM,Ages and Ages,Divisionary,Divisionary (Do The Right Thing),10/8/2019 1:41:00 PM
Atlas Rise!Metallica,10/8/2019 8:35:00 AM,Metallica,Atlas Rise!,Atlas Rise!,10/8/2019 1:35:00 PM
Hope Dies (feat. Patricia Lynn)Zeale,10/8/2019 8:30:00 AM,Zeale,Hope Dies (feat. Patricia Lynn),Hope Dies (feat. Patricia Lynn),10/8/2019 1:30:00 PM
Hi HoThe War and Treaty,10/8/2019 8:27:00 AM,The War and Treaty,Hi Ho,Hi Ho,10/8/2019 1:27:00 PM
You Are My Sunshine (with Chris Stapleton)Morgane Stapleton,10/8/2019 8:21:00 AM,Morgane Stapleton,You Are My Sunshine (with Chris Stapleton),You Are My Sunshine (with Chris Stapleton),10/8/2019 1:21:00 PM
Go It AloneBeck,10/8/2019 8:16:00 AM,Beck,Guero,Go It Alone,10/8/2019 1:16:00 PM
Sex and CandyMaroon 5,10/8/2019 8:12:00 AM,Maroon 5,V (Deluxe),Sex and Candy,10/8/2019 1:12:00 PM
CloseNick Jonas,10/8/2019 8:08:00 AM,Nick Jonas,Last Year Was Complicated,Close,10/8/2019 1:08:00 PM
Come HomeAntix,10/8/2019 8:03:00 AM,Antix,Come Home,Come Home,10/8/2019 1:03:00 PM
Fire on the HorizonStick Figure,10/8/2019 7:52:00 AM,Stick Figure,Set in Stone,Fire on the Horizon,10/8/2019 12:52:00 PM
JellyOPIUO,10/8/2019 7:48:00 AM,OPIUO,Omniversal,Jelly,10/8/2019 12:48:00 PM
OneStig Of The Dump,10/8/2019 7:45:00 AM,Stig Of The Dump,Cannon Fodder EP,One,10/8/2019 12:45:00 PM
It Ain't All Good (But It's All Good)Tribal Hoose,10/8/2019 7:42:00 AM,Tribal Hoose,Hoose,It Ain't All Good (But It's All Good),10/8/2019 12:42:00 PM
Sing Along - DemoRobert Ellis,10/8/2019 7:38:00 AM,Robert Ellis,The Lights From The Chemical Plant (Deluxe Edition),Sing Along - Demo,10/8/2019 12:38:00 PM
1776 - Remixed & RemasteredIced Earth,10/8/2019 7:34:00 AM,Iced Earth,Something Wicked This Way Comes,1776 - Remixed & Remastered,10/8/2019 12:34:00 PM
OctaHateRyn Weaver,10/8/2019 7:31:00 AM,Ryn Weaver,The Fool,OctaHate,10/8/2019 12:31:00 PM
Lady You Shot MeHar Mar Superstar,10/8/2019 7:28:00 AM,Har Mar Superstar,Bye Bye 17,Lady You Shot Me,10/8/2019 12:28:00 PM
Pacing Like PrinceRyan Montbleau Band,10/7/2019 9:35:00 PM,Ryan Montbleau Band,Growing Light,Pacing Like Prince,10/8/2019 2:35:00 AM
Evil Friends (feat. Danny Brown) - Jake One RemixPortugal. The Man,10/7/2019 9:31:00 PM,Portugal. The Man,Evil Friends Remix EP,Evil Friends (feat. Danny Brown) - Jake One Remix,10/8/2019 2:31:00 AM
Wild WorldCassandra Jenkins,10/7/2019 9:28:00 PM,Cassandra Jenkins,Wild World,Wild World,10/8/2019 2:28:00 AM
Paper PlanesM.I.A.,10/7/2019 9:24:00 PM,M.I.A.,Kala,Paper Planes,10/8/2019 2:24:00 AM
He Calls Me MamaMaggie Koerner,10/7/2019 9:21:00 PM,Maggie Koerner,Neutral Ground,He Calls Me Mama,10/8/2019 2:21:00 AM
King and CrossÁsgeir,10/7/2019 9:17:00 PM,Ásgeir,In the Silence,King and Cross,10/8/2019 2:17:00 AM
Let's Get RockedDef Leppard,10/7/2019 9:13:00 PM,Def Leppard,Adrenalize,Let's Get Rocked,10/8/2019 2:13:00 AM
The Boys of SummerRoadkill Ghost Choir,10/7/2019 9:06:00 PM,Roadkill Ghost Choir,Keep It Under Cover - EP,The Boys of Summer,10/8/2019 2:06:00 AM
30000 ft.Blue Healer,10/7/2019 9:02:00 PM,Blue Healer,Blue Healer,30000 ft.,10/8/2019 2:02:00 AM
Still D.R.E.Dr. Dre,10/7/2019 8:58:00 PM,Dr. Dre,2001,Still D.R.E.,10/8/2019 1:58:00 AM
Walking On The MoonThe Infamous Stringdusters,10/7/2019 8:53:00 PM,The Infamous Stringdusters,Silver Sky,Walking On The Moon,10/8/2019 1:53:00 AM
Room 302Future Brown,10/7/2019 8:50:00 PM,Future Brown,Future Brown,Room 302,10/8/2019 1:50:00 AM
This Land Is Your LandMy Morning Jacket,10/7/2019 8:46:00 PM,My Morning Jacket,This Land Is Your Land,This Land Is Your Land,10/8/2019 1:46:00 AM
CloudlineJoseph,10/7/2019 8:42:00 PM,Joseph,Native Dreamer Kin,Cloudline,10/8/2019 1:42:00 AM
You Can Bring Me FlowersRay LaMontagne,10/7/2019 8:38:00 PM,Ray LaMontagne,Till The Sun Turns Black,You Can Bring Me Flowers,10/8/2019 1:38:00 AM
Old Man & MeHorseshoes & Hand Grenades,10/7/2019 8:35:00 PM,Horseshoes & Hand Grenades,Middle Western,Old Man & Me,10/8/2019 1:35:00 AM
Abacab - 2007 RemasterGenesis,10/7/2019 8:28:00 PM,Genesis,Abacab (2007 Remaster),Abacab - 2007 Remaster,10/8/2019 1:28:00 AM
One Track MindSpanish Gold,10/7/2019 8:23:00 PM,Spanish Gold,South Of Nowhere,One Track Mind,10/8/2019 1:23:00 AM
Raining BloodSlayer,10/7/2019 8:19:00 PM,Slayer,Reign in Blood,Raining Blood,10/8/2019 1:19:00 AM
Waste the NightKatastro,10/7/2019 8:16:00 PM,Katastro,Strange Nights,Waste the Night,10/8/2019 1:16:00 AM
Bullet With a NameNonpoint,10/7/2019 8:13:00 PM,Nonpoint,To the Pain,Bullet With a Name,10/8/2019 1:13:00 AM
Just KidsMat Kearney,10/7/2019 8:08:00 PM,Mat Kearney,JUST KIDS (Deluxe Edition),Just Kids,10/8/2019 1:08:00 AM
StayRihanna,10/7/2019 8:04:00 PM,Rihanna,Unapologetic (Deluxe),Stay,10/8/2019 1:04:00 AM
OverkillMetallica,10/7/2019 8:00:00 PM,Metallica,Garage Inc.,Overkill,10/8/2019 1:00:00 AM
Could Have Been MeThe Struts,10/7/2019 7:57:00 PM,The Struts,Everybody Wants,Could Have Been Me,10/8/2019 12:57:00 AM
Twenty Past FourKognitif,10/7/2019 4:48:00 PM,Kognitif,Soul Food,Twenty Past Four,10/7/2019 9:48:00 PM
No GoodKaleo,10/7/2019 4:44:00 PM,Kaleo,No Good,No Good,10/7/2019 9:44:00 PM
Lights OnBig Grams,10/7/2019 4:38:00 PM,Big Grams,Big Grams,Lights On,10/7/2019 9:38:00 PM
FirstCold War Kids,10/7/2019 4:35:00 PM,Cold War Kids,Hold My Home,First,10/7/2019 9:35:00 PM
LOVE 3X - R3hab RemixZZ Ward,10/7/2019 4:31:00 PM,ZZ Ward,LOVE 3X Remixes,LOVE 3X - R3hab Remix,10/7/2019 9:31:00 PM
Vision FiberopticsThe Polish Ambassador,10/7/2019 4:25:00 PM,The Polish Ambassador,Pushing Through the Pavement,Vision Fiberoptics,10/7/2019 9:25:00 PM
Hang Me Up to DryCold War Kids,10/7/2019 4:10:00 PM,Cold War Kids,Robbers & Cowards,Hang Me Up to Dry,10/7/2019 9:10:00 PM
Electric AvenueSkindred,10/7/2019 4:03:00 PM,Skindred,Shark Bites and Dog Fights,Electric Avenue,10/7/2019 9:03:00 PM
Red Hot LightsMoon Taxi,10/7/2019 3:59:00 PM,Moon Taxi,DAYBREAKER,Red Hot Lights,10/7/2019 8:59:00 PM
Fever PitchRainbow Kitten Surprise,10/7/2019 3:57:00 PM,Rainbow Kitten Surprise,How To: Friend Love Freefall,Fever Pitch,10/7/2019 8:57:00 PM
Miss MaybelleNorth Mississippi Allstars,10/7/2019 3:54:00 PM,North Mississippi Allstars,Prayer for Peace,Miss Maybelle,10/7/2019 8:54:00 PM
The ForceLettuce,10/7/2019 3:50:00 PM,Lettuce,Crush,The Force,10/7/2019 8:50:00 PM
Head OnJamestown Revival,10/7/2019 11:51:00 AM,Jamestown Revival,The Education of a Wandering Man,Head On,10/7/2019 4:51:00 PM
Shit In Your CutModest Mouse,10/7/2019 11:47:00 AM,Modest Mouse,Strangers to Ourselves,Shit In Your Cut,10/7/2019 4:47:00 PM
Life In The CityTurkuaz,10/7/2019 11:41:00 AM,Turkuaz,Life in the City,Life In The City,10/7/2019 4:41:00 PM
LevelThe Raconteurs,10/7/2019 11:39:00 AM,The Raconteurs,Broken Boy Soldiers,Level,10/7/2019 4:39:00 PM
Jackie and WilsonHozier,10/7/2019 11:35:00 AM,Hozier,Hozier,Jackie and Wilson,10/7/2019 4:35:00 PM
Ain't No Rest for the WickedCage the Elephant,10/7/2019 11:32:00 AM,Cage the Elephant,Cage the Elephant,Ain't No Rest for the Wicked,10/7/2019 4:32:00 PM
Flagpole SittaHarvey Danger,10/7/2019 11:29:00 AM,Harvey Danger,Where Have All the Merrymakers Gone?,Flagpole Sitta,10/7/2019 4:29:00 PM
Silver DaggerCharley Crockett,10/7/2019 10:29:00 AM,Charley Crockett,In The Night,Silver Dagger,10/7/2019 3:29:00 PM
Casino (Bad Things)Houndmouth,10/7/2019 10:26:00 AM,Houndmouth,From the Hills Below the City,Casino (Bad Things),10/7/2019 3:26:00 PM
Satellite - JordanXL RemixGuster,10/7/2019 10:24:00 AM,Guster,Satellite (JordanXL Remix),Satellite - JordanXL Remix,10/7/2019 3:24:00 PM
Whiskey Bottle (feat. Junior Raimey & Junior Raimey)Ziggy Pockets,10/7/2019 10:21:00 AM,Ziggy Pockets,Another Drunk Tellin' Lies and Stories,Whiskey Bottle (feat. Junior Raimey & Junior Raimey),10/7/2019 3:21:00 PM
Get at MeThe Main Squeeze,10/7/2019 9:01:00 AM,The Main Squeeze,Without a Sound,Get at Me,10/7/2019 2:01:00 PM
Song for UsBig Something,10/7/2019 8:54:00 AM,Big Something,Tumbleweed,Song for Us,10/7/2019 1:54:00 PM
High HopesPanic! at the Disco,10/7/2019 8:52:00 AM,Panic! at the Disco,Pray for the Wicked,High Hopes,10/7/2019 1:52:00 PM
FRIENDSMarshmello,10/7/2019 8:40:00 AM,Marshmello,FRIENDS,FRIENDS,10/7/2019 1:40:00 PM
ThunderImagine Dragons,10/7/2019 8:37:00 AM,Imagine Dragons,Evolve,Thunder,10/7/2019 1:37:00 PM
Come TogetherGary Clark Jr.,10/7/2019 8:34:00 AM,Gary Clark Jr.,Come Together,Come Together,10/7/2019 1:34:00 PM
Save Me Some SunshineRafferty,10/7/2019 8:28:00 AM,Rafferty,Save Me Some Sunshine,Save Me Some Sunshine,10/7/2019 1:28:00 PM
Southerly ChangeMitch King,10/7/2019 8:22:00 AM,Mitch King,Southerly Change,Southerly Change,10/7/2019 1:22:00 PM
WarBlack Stone Cherry,10/7/2019 8:10:00 AM,Black Stone Cherry,Kentucky (Deluxe Edition),War,10/7/2019 1:10:00 PM
Here Come the RuntsAwolnation,10/7/2019 8:07:00 AM,Awolnation,Here Come The Runts,Here Come the Runts,10/7/2019 1:07:00 PM
Good FeelBoy Named Banjo,10/7/2019 7:59:00 AM,Boy Named Banjo,Long Story Short,Good Feel,10/7/2019 12:59:00 PM
Life has ValueChill Bump,10/7/2019 7:56:00 AM,Chill Bump,Hidden Strings - EP,Life has Value,10/7/2019 12:56:00 PM
Work Away (feat. David Myles)Classified,10/7/2019 7:52:00 AM,Classified,Greatful,Work Away (feat. David Myles),10/7/2019 12:52:00 PM
WelcomeK. Sparks,10/7/2019 7:41:00 AM,K. Sparks,Tomorrow Today,Welcome,10/7/2019 12:41:00 PM
Space TreeMedium Troy,10/7/2019 7:37:00 AM,Medium Troy,Space Tree - Single,Space Tree,10/7/2019 12:37:00 PM
So Many PlacesVokab Kompany,10/7/2019 7:33:00 AM,Vokab Kompany,VKCE,So Many Places,10/7/2019 12:33:00 PM
Give in to MeMichael Jackson,10/6/2019 9:51:00 PM,Michael Jackson,Dangerous,Give in to Me,10/7/2019 2:51:00 AM
Give in to MeMichael Jackson,10/6/2019 4:25:00 PM,Michael Jackson,Dangerous,Give in to Me,10/6/2019 9:25:00 PM
Who Is ItMichael Jackson,10/6/2019 4:18:00 PM,Michael Jackson,Dangerous,Who Is It,10/6/2019 9:18:00 PM
Black or WhiteMichael Jackson,10/6/2019 4:14:00 PM,Michael Jackson,Dangerous,Black or White,10/6/2019 9:14:00 PM
Ballad Of The Sad Young MenCharles Lloyd & The Marvels,10/6/2019 4:09:00 PM,Charles Lloyd & The Marvels,Vanished Gardens,Ballad Of The Sad Young Men,10/6/2019 9:09:00 PM
Angel Eyes - StudioTommy Flanagan,10/6/2019 4:04:00 PM,Tommy Flanagan,The Trio,Angel Eyes - Studio,10/6/2019 9:04:00 PM
Gary's Theme - RemasteredBill Evans,10/6/2019 3:59:00 PM,Bill Evans,You Must Believe in Spring,Gary's Theme - Remastered,10/6/2019 8:59:00 PM
Vid Frösö kyrka - From FrösöblomsterTrio X of Sweden,10/6/2019 3:54:00 PM,Trio X of Sweden,Träumerei,Vid Frösö kyrka - From Frösöblomster,10/6/2019 8:54:00 PM
The Folks Who Live On The HillJoshua Redman,10/6/2019 3:50:00 PM,Joshua Redman,Walking Shadows,The Folks Who Live On The Hill,10/6/2019 8:50:00 PM
Didn't Know About YouJohnny Hodges & His Orchestra,10/6/2019 3:47:00 PM,Johnny Hodges & His Orchestra,Blues-a-Plenty (feat. Ben Webster) [Bonus Track Version],Didn't Know About You,10/6/2019 8:47:00 PM
Pretty WomenConnie Han,10/6/2019 3:40:00 PM,Connie Han,Crime Zone,Pretty Women,10/6/2019 8:40:00 PM
EleanorHank Jones,10/6/2019 3:36:00 PM,Hank Jones,West Of 5th,Eleanor,10/6/2019 8:36:00 PM
Ballad for MCGrace Kelly,10/6/2019 3:33:00 PM,Grace Kelly,Trying to Figure It Out,Ballad for MC,10/6/2019 8:33:00 PM
Gloomy SundayBranford Marsalis Quartet,10/6/2019 3:20:00 PM,Branford Marsalis Quartet,Eternal,Gloomy Sunday,10/6/2019 8:20:00 PM
La fin justifie les moyensJoran Cariou Trio,10/6/2019 3:13:00 PM,Joran Cariou Trio,The Path Up,La fin justifie les moyens,10/6/2019 8:13:00 PM
Sous le Ciel de ParisJacky Terrasson,10/6/2019 3:09:00 PM,Jacky Terrasson,Smile,Sous le Ciel de Paris,10/6/2019 8:09:00 PM
Up Jumped SpringEric Reed,10/6/2019 3:00:00 PM,Eric Reed,Everybody Gets the Blues,Up Jumped Spring,10/6/2019 8:00:00 PM
