Avg Room Rate,reservation_id,check_in_date,stay_duration,adults,children,room_type,special_requests_flag,booking_channel,reservation_status,advanced_booking,Property,Date,Rate Type
169,661124-NX-8019-NR,7/11/2020,5,3,3,Double,Yes,Travel Agent,Completed,Yes,The Sankey,7/11/2020,Weekday
152.1,934311-GG-3330-LM,9/8/2020,12,3,1,Single,No,Walk-in,Completed,No,The Sankey,9/8/2020,Weekday
158.05,859486-CW-3080-JK,6/12/2020,6,3,1,Executive Suite,No,Walk-in,Completed,No,The Marimekko,6/12/2020,Weekday
172.38,468458-KP-9790-RH,1/3/2020,10,2,4,Queen,Yes,Website,Completed,No,The Sankey,1/3/2020,Weekday
199,940115-HB-8974-UE,9/6/2020,6,2,2,Double,Yes,Phone App,Completed,Yes,The Sankey,9/6/2020,Weekend
172.38,472064-QF-3483-NH,4/21/2020,3,4,3,Queen,No,Phone App,Completed,No,The Sankey,4/21/2020,Weekday
109,050110-7X-7409-OY,10/13/2020,7,3,4,Double,No,Phone App,Completed,Yes,The Marimekko,10/13/2020,Weekday
98.1,684515-AR-2031-VE,4/16/2020,8,1,3,Single,No,Phone App,Completed,Yes,The Marimekko,4/16/2020,Weekday
179.1,954949-N9-8160-XR,4/12/2020,13,1,2,Single,Yes,Call Center,Completed,Yes,The Sankey,4/12/2020,Weekend
108.9,393567-VE-7219-FF,8/2/2020,11,2,4,Suite,Yes,Travel Agent,Completed,Yes,The Marimekko,8/2/2020,Weekend
114.55,392886-IT-3677-GQ,1/2/2020,9,1,2,Executive Suite,No,Phone App,Completed,Yes,The Chord,1/2/2020,Weekday
185.9,123470-TZ-3369-HC,9/30/2020,7,4,3,Suite,Yes,Phone App,Completed,Yes,The Sankey,9/30/2020,Weekday
179.1,642435-FW-1113-WE,4/12/2020,5,3,2,Single,Yes,Call Center,Completed,Yes,The Sankey,4/12/2020,Weekend
152.1,732461-P2-5216-UL,6/4/2020,11,1,3,Single,Yes,Phone App,Completed,Yes,The Sankey,6/4/2020,Weekday
99,137386-OF-1424-ZK,8/17/2020,12,4,4,Double,Yes,Phone App,Completed,Yes,The Chord,8/17/2020,Weekend
185.9,617471-O4-9467-YD,6/3/2020,11,4,1,Suite,Yes,Call Center,Completed,Yes,The Sankey,6/3/2020,Weekday
82.95,799961-5C-1533-IF,4/30/2020,7,2,3,King,Yes,Travel Agent,No-Show,Yes,The Chord,4/30/2020,Weekday
109,785595-5E-6726-TR,4/24/2020,11,1,2,Double,Yes,Website,Completed,No,The Marimekko,4/24/2020,Weekday
245.05,122566-2B-6776-RT,2/8/2020,1,2,3,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,2/8/2020,Weekday
179.1,102438-S3-0139-MF,7/5/2020,1,1,3,Single,No,Travel Agent,Completed,Yes,The Sankey,7/5/2020,Weekend
98.1,067945-KU-9185-YB,10/23/2020,11,2,1,Single,No,Travel Agent,Completed,Yes,The Marimekko,10/23/2020,Weekday
86.9,716228-I5-2283-EY,6/20/2020,3,1,3,Suite,Yes,Phone App,Completed,Yes,The Chord,6/20/2020,Weekday
119.9,752413-ZI-4072-TE,10/20/2020,1,3,3,Suite,No,Phone App,Completed,Yes,The Marimekko,10/20/2020,Weekday
199,404460-9Y-5495-GI,6/22/2020,3,2,3,Double,No,Walk-in,No-Show,No,The Sankey,6/22/2020,Weekend
179.1,484048-6V-8611-ZF,8/10/2020,2,1,4,Single,Yes,Phone App,Completed,Yes,The Sankey,8/10/2020,Weekend
82.95,603565-KB-4970-QU,9/24/2020,12,1,4,King,No,Travel Agent,Completed,Yes,The Chord,9/24/2020,Weekday
100.98,975754-7A-1246-DT,2/17/2020,11,4,1,Queen,No,Travel Agent,Completed,Yes,The Marimekko,2/17/2020,Weekend
218.9,452220-M6-4048-JX,1/20/2020,5,3,3,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,1/20/2020,Weekend
71.1,522957-K4-6099-WJ,8/15/2020,9,4,4,Single,No,Walk-in,Reduced,No,The Chord,8/15/2020,Weekday
98.1,125044-D4-5539-JG,4/16/2020,5,4,3,Single,No,Travel Agent,Completed,Yes,The Marimekko,4/16/2020,Weekday
108.9,254120-FG-9409-UY,5/24/2020,2,2,2,Suite,No,Website,Completed,Yes,The Chord,5/24/2020,Weekend
177.45,096174-WI-4620-GC,10/20/2020,3,2,1,King,Yes,Phone App,Completed,Yes,The Sankey,10/20/2020,Weekday
152.1,360284-NE-8906-FM,10/22/2020,3,3,1,Single,No,Phone App,Completed,Yes,The Sankey,10/22/2020,Weekday
245.05,176075-42-0406-MX,7/7/2020,3,2,3,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,7/7/2020,Weekday
245.05,790704-ZX-7666-EX,9/12/2020,8,3,3,Executive Suite,No,Walk-in,Completed,No,The Sankey,9/12/2020,Weekday
177.45,454203-RJ-7202-FH,2/4/2020,10,3,3,King,No,Phone App,Completed,Yes,The Sankey,2/4/2020,Weekday
172.38,651250-J0-3889-UV,2/13/2020,5,1,4,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,2/13/2020,Weekday
288.55,383976-JW-3656-TG,4/6/2020,10,3,4,Executive Suite,Yes,Website,Completed,Yes,The Sankey,4/6/2020,Weekend
152.1,220292-DR-4823-KC,3/3/2020,11,1,3,Single,No,Travel Agent,No-Show,Yes,The Sankey,3/3/2020,Weekday
202.98,123756-M3-9158-QN,4/19/2020,13,4,2,Queen,No,Phone App,Completed,Yes,The Sankey,4/19/2020,Weekend
172.38,628980-BD-7988-ZJ,6/26/2020,2,4,3,Queen,No,Walk-in,Completed,No,The Sankey,6/26/2020,Weekday
111.18,002721-G7-5882-CF,8/28/2020,4,3,3,Queen,Yes,Website,No-Show,No,The Marimekko,8/28/2020,Weekday
100.98,575503-AS-6155-CE,3/15/2020,2,2,1,Queen,Yes,Phone App,No-Show,No,The Marimekko,3/15/2020,Weekend
79,938426-FX-7464-XG,1/23/2020,11,1,4,Double,No,Travel Agent,Completed,Yes,The Chord,1/23/2020,Weekday
114.45,647778-14-1302-EL,9/4/2020,2,2,3,King,No,Travel Agent,Reduced,Yes,The Marimekko,9/4/2020,Weekday
98.1,535110-WK-5242-DT,7/18/2020,3,1,1,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,7/18/2020,Weekday
199,525599-6T-2368-EH,5/31/2020,11,3,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,5/31/2020,Weekend
100.98,456459-PK-5107-SD,1/13/2020,14,1,1,Queen,Yes,Phone App,Completed,Yes,The Chord,1/13/2020,Weekend
109,124548-PW-5319-DP,7/17/2020,2,3,1,Double,Yes,Website,Completed,Yes,The Marimekko,7/17/2020,Weekday
172.38,868252-00-3741-JI,8/6/2020,12,3,3,Queen,Yes,Website,Completed,Yes,The Sankey,8/6/2020,Weekday
111.18,709934-FI-0075-WD,9/17/2020,7,3,4,Queen,No,Phone App,Completed,No,The Marimekko,9/17/2020,Weekday
98.1,926063-FQ-4758-HM,8/6/2020,11,3,3,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,8/6/2020,Weekday
185.9,109257-8J-7093-GG,2/7/2020,4,3,1,Suite,Yes,Website,Completed,No,The Sankey,2/7/2020,Weekday
218.9,934887-P1-5595-QM,4/5/2020,9,3,2,Suite,No,Phone App,Completed,Yes,The Sankey,4/5/2020,Weekend
89.1,043167-RL-6387-UW,10/18/2020,4,3,1,Single,Yes,Website,Completed,Yes,The Chord,10/18/2020,Weekend
199,193872-47-5065-MW,5/18/2020,8,4,3,Double,No,Phone App,No-Show,Yes,The Sankey,5/18/2020,Weekend
152.1,015794-OW-5962-XB,2/19/2020,10,2,3,Single,No,Travel Agent,Completed,Yes,The Sankey,2/19/2020,Weekday
152.1,746912-K3-3097-HG,4/14/2020,6,3,2,Single,Yes,Phone App,Completed,Yes,The Sankey,4/14/2020,Weekday
169,386682-71-1628-DV,9/22/2020,8,4,1,Double,Yes,Walk-in,No-Show,No,The Sankey,9/22/2020,Weekday
71.1,456985-CG-2913-SS,8/12/2020,5,2,4,Single,Yes,Phone App,Completed,Yes,The Chord,8/12/2020,Weekday
245.05,185499-6H-8980-JS,4/7/2020,14,4,3,Executive Suite,No,Website,Completed,Yes,The Sankey,4/7/2020,Weekday
79,845979-D5-6521-KB,5/8/2020,4,2,2,Double,No,Travel Agent,Completed,Yes,The Chord,5/8/2020,Weekday
111.18,190203-DB-3938-XH,3/18/2020,2,4,1,Queen,No,Call Center,No-Show,No,The Marimekko,3/18/2020,Weekday
89.1,998244-VB-8691-SN,10/26/2020,8,1,3,Single,Yes,Website,Completed,Yes,The Marimekko,10/26/2020,Weekend
100.98,289877-8X-7163-AD,2/3/2020,8,2,3,Queen,No,Travel Agent,Completed,Yes,The Marimekko,2/3/2020,Weekend
177.45,732621-09-1394-ER,4/16/2020,8,1,3,King,Yes,Phone App,Completed,Yes,The Sankey,4/16/2020,Weekday
111.18,308772-BJ-2219-RI,5/1/2020,13,1,3,Queen,No,Phone App,Completed,Yes,The Marimekko,5/1/2020,Weekday
119.9,153147-Z4-3751-WM,1/29/2020,7,3,4,Suite,Yes,Phone App,Completed,No,The Marimekko,1/29/2020,Weekday
109,620900-TA-1570-ZC,10/27/2020,4,4,3,Double,No,Travel Agent,Completed,Yes,The Marimekko,10/27/2020,Weekday
202.98,459629-L3-8116-HI,2/3/2020,13,4,4,Queen,Yes,Phone App,Completed,Yes,The Sankey,2/3/2020,Weekend
71.1,879262-4R-7303-IR,3/7/2020,14,1,3,Single,Yes,Phone App,Completed,Yes,The Chord,3/7/2020,Weekday
169,898332-4Y-9823-SE,8/14/2020,8,4,1,Double,Yes,Phone App,Completed,Yes,The Sankey,8/14/2020,Weekday
179.1,748895-B6-2765-JQ,1/27/2020,8,2,4,Single,No,Call Center,Completed,Yes,The Sankey,1/27/2020,Weekend
152.1,427188-1S-5307-UD,7/11/2020,9,1,1,Single,Yes,Website,Completed,Yes,The Sankey,7/11/2020,Weekday
185.9,752860-RS-1339-SM,2/14/2020,6,1,2,Suite,Yes,Website,Completed,Yes,The Sankey,2/14/2020,Weekday
109,927103-PC-3908-SK,8/28/2020,11,3,2,Double,Yes,Travel Agent,No-Show,Yes,The Marimekko,8/28/2020,Weekday
185.9,764283-VN-9318-CW,4/11/2020,14,2,4,Suite,Yes,Website,Completed,Yes,The Sankey,4/11/2020,Weekday
218.9,588204-R5-7656-MA,6/8/2020,1,2,2,Suite,No,Website,Completed,Yes,The Sankey,6/8/2020,Weekend
199,796269-JY-6055-CW,5/4/2020,1,2,4,Double,No,Phone App,Completed,Yes,The Sankey,5/4/2020,Weekend
169,964566-NO-1649-JV,3/28/2020,8,3,1,Double,No,Phone App,Completed,Yes,The Sankey,3/28/2020,Weekday
179.1,880482-M0-4023-FV,1/13/2020,4,1,3,Single,No,Website,Completed,Yes,The Sankey,1/13/2020,Weekend
179.1,446160-VH-4523-XN,5/24/2020,14,4,1,Single,Yes,Travel Agent,Completed,Yes,The Sankey,5/24/2020,Weekend
89.1,831930-Z7-6981-RJ,9/6/2020,6,2,4,Single,No,Phone App,Completed,Yes,The Marimekko,9/6/2020,Weekend
169,725248-W6-5594-BB,5/14/2020,4,1,1,Double,No,Call Center,Completed,Yes,The Sankey,5/14/2020,Weekday
98.1,720457-GJ-0155-WQ,4/24/2020,6,2,2,Single,No,Website,Extended,Yes,The Marimekko,4/24/2020,Weekday
199,769314-GN-0020-GQ,8/9/2020,2,4,2,Double,Yes,Travel Agent,Completed,Yes,The Sankey,8/9/2020,Weekend
89.1,876871-US-5526-CV,7/19/2020,7,2,4,Single,No,Website,Completed,Yes,The Chord,7/19/2020,Weekend
179.1,660883-TG-2882-AM,7/27/2020,10,4,3,Single,Yes,Travel Agent,No-Show,Yes,The Sankey,7/27/2020,Weekend
172.38,359664-Z3-3393-HB,9/16/2020,4,2,3,Queen,No,Travel Agent,Completed,Yes,The Sankey,9/16/2020,Weekday
71.1,376092-N8-4663-FR,8/22/2020,13,1,4,Single,No,Phone App,No-Show,Yes,The Chord,8/22/2020,Weekday
89.1,255067-AI-6428-SM,4/12/2020,3,1,3,Single,Yes,Phone App,Reduced,No,The Chord,4/12/2020,Weekend
109,990787-1W-5032-NH,6/3/2020,3,1,2,Double,Yes,Phone App,Completed,Yes,The Marimekko,6/3/2020,Weekday
218.9,282034-SR-8192-FA,8/23/2020,5,3,2,Suite,No,Walk-in,Completed,No,The Sankey,8/23/2020,Weekend
172.38,875562-R6-9869-IO,2/4/2020,6,1,3,Queen,Yes,Website,Completed,Yes,The Sankey,2/4/2020,Weekday
98.1,440825-O4-3290-VA,4/7/2020,14,3,2,Single,No,Call Center,Completed,Yes,The Marimekko,4/7/2020,Weekday
152.1,322487-09-0656-XC,3/27/2020,11,2,2,Single,Yes,Phone App,Completed,Yes,The Sankey,3/27/2020,Weekday
108.9,277978-3N-4652-BM,8/23/2020,2,3,3,Suite,Yes,Walk-in,Completed,No,The Marimekko,8/23/2020,Weekend
89.1,243178-XV-9841-VK,1/12/2020,12,3,2,Single,Yes,Website,Completed,Yes,The Marimekko,1/12/2020,Weekend
208.95,007307-C0-8588-AW,3/1/2020,14,4,2,King,Yes,Walk-in,Completed,No,The Sankey,3/1/2020,Weekend
111.18,836974-6H-4865-RX,1/16/2020,6,1,3,Queen,No,Call Center,Completed,Yes,The Marimekko,1/16/2020,Weekday
177.45,891492-2F-0905-RN,9/12/2020,8,4,4,King,No,Phone App,Completed,Yes,The Sankey,9/12/2020,Weekday
179.1,572353-2A-2935-KV,6/22/2020,13,2,1,Single,No,Phone App,Completed,No,The Sankey,6/22/2020,Weekend
152.1,727656-2D-6290-LU,3/28/2020,2,3,2,Single,Yes,Phone App,Completed,Yes,The Sankey,3/28/2020,Weekday
119.9,334467-BY-8784-ML,10/7/2020,5,2,3,Suite,No,Travel Agent,Completed,Yes,The Marimekko,10/7/2020,Weekday
185.9,085135-XG-9184-OL,2/26/2020,9,1,3,Suite,No,Phone App,Completed,Yes,The Sankey,2/26/2020,Weekday
177.45,391483-XR-7840-NU,1/8/2020,8,1,4,King,No,Travel Agent,Completed,Yes,The Sankey,1/8/2020,Weekday
177.45,903592-AF-7566-RD,3/17/2020,14,1,1,King,No,Walk-in,Completed,No,The Sankey,3/17/2020,Weekday
199,264963-Y1-2328-LK,1/13/2020,4,4,3,Double,No,Phone App,Completed,No,The Sankey,1/13/2020,Weekend
109,025262-QX-7383-VU,6/4/2020,1,1,3,Double,No,Call Center,Completed,Yes,The Marimekko,6/4/2020,Weekday
158.05,968598-6X-5485-MC,4/1/2020,7,4,1,Executive Suite,Yes,Phone App,Completed,Yes,The Marimekko,4/1/2020,Weekday
114.45,178558-G1-7380-DI,4/29/2020,5,3,2,King,No,Phone App,Completed,Yes,The Marimekko,4/29/2020,Weekday
79,384243-56-6041-ND,9/12/2020,9,4,1,Double,No,Phone App,Completed,Yes,The Chord,9/12/2020,Weekday
199,149687-KA-1923-YI,2/17/2020,6,4,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,2/17/2020,Weekend
152.1,412347-ON-0720-UC,9/15/2020,4,3,2,Single,No,Travel Agent,Completed,Yes,The Sankey,9/15/2020,Weekday
185.9,051053-50-3799-IP,6/18/2020,4,4,2,Suite,No,Call Center,Completed,Yes,The Sankey,6/18/2020,Weekday
169,550570-DB-5307-YG,9/29/2020,12,2,2,Double,Yes,Website,Completed,Yes,The Sankey,9/29/2020,Weekday
288.55,595875-GC-8376-BI,9/14/2020,1,3,4,Executive Suite,No,Phone App,Completed,Yes,The Sankey,9/14/2020,Weekend
80.58,594995-UZ-0267-TA,9/16/2020,13,2,4,Queen,Yes,Website,Completed,Yes,The Chord,9/16/2020,Weekday
111.18,423187-5G-2163-RF,9/24/2020,5,3,1,Queen,Yes,Call Center,Completed,Yes,The Marimekko,9/24/2020,Weekday
172.38,989169-BM-3356-NA,2/4/2020,10,1,4,Queen,Yes,Phone App,Completed,Yes,The Sankey,2/4/2020,Weekday
89.1,155292-WO-9539-IP,7/6/2020,5,3,1,Single,Yes,Travel Agent,Completed,Yes,The Chord,7/6/2020,Weekend
172.38,181455-OX-1187-CB,2/6/2020,4,3,3,Queen,No,Travel Agent,Completed,Yes,The Sankey,2/6/2020,Weekday
80.58,923680-90-7913-CU,8/11/2020,11,4,1,Queen,No,Phone App,No-Show,Yes,The Chord,8/11/2020,Weekday
109,704832-3A-6995-DE,9/1/2020,7,4,4,Double,No,Website,Completed,Yes,The Marimekko,9/1/2020,Weekday
185.9,135531-GI-5768-QO,5/27/2020,13,4,3,Suite,Yes,Phone App,Completed,Yes,The Sankey,5/27/2020,Weekday
202.98,319409-NU-9012-NT,5/24/2020,4,2,3,Queen,No,Website,No-Show,Yes,The Sankey,5/24/2020,Weekend
98.1,076902-GR-7837-EA,5/30/2020,14,4,1,Single,Yes,Phone App,No-Show,No,The Marimekko,5/30/2020,Weekday
169,029495-WW-7119-HM,5/15/2020,11,3,4,Double,Yes,Website,Completed,Yes,The Sankey,5/15/2020,Weekday
179.1,182657-WX-6314-CN,10/19/2020,14,4,3,Single,No,Phone App,Completed,Yes,The Sankey,10/19/2020,Weekend
169,140733-FK-6382-WC,10/10/2020,2,1,4,Double,Yes,Phone App,Completed,Yes,The Sankey,10/10/2020,Weekday
71.1,431273-19-1609-QS,4/28/2020,8,4,1,Single,Yes,Phone App,No-Show,Yes,The Chord,4/28/2020,Weekday
245.05,511663-0H-8972-IW,3/13/2020,11,1,2,Executive Suite,No,Walk-in,Completed,No,The Sankey,3/13/2020,Weekday
185.9,405789-RT-9330-YX,6/19/2020,4,2,4,Suite,Yes,Walk-in,Completed,No,The Sankey,6/19/2020,Weekday
288.55,633900-Q6-8647-QM,7/13/2020,8,1,4,Executive Suite,No,Website,Completed,Yes,The Sankey,7/13/2020,Weekend
177.45,895231-64-7453-TH,5/1/2020,1,4,2,King,Yes,Travel Agent,Completed,Yes,The Sankey,5/1/2020,Weekday
185.9,984461-26-6377-VA,6/11/2020,4,1,2,Suite,No,Call Center,Completed,Yes,The Sankey,6/11/2020,Weekday
218.9,833385-WY-6520-KN,8/31/2020,10,1,3,Suite,No,Website,Completed,Yes,The Sankey,8/31/2020,Weekend
109,984169-Z8-8643-QK,7/1/2020,8,4,1,Double,No,Travel Agent,Completed,Yes,The Marimekko,7/1/2020,Weekday
245.05,494497-52-9011-CH,7/3/2020,7,2,1,Executive Suite,No,Website,Completed,No,The Sankey,7/3/2020,Weekday
89.1,318422-AJ-4495-LT,4/26/2020,4,4,2,Single,No,Call Center,Completed,Yes,The Marimekko,4/26/2020,Weekend
177.45,330743-KN-8403-GQ,4/10/2020,5,3,4,King,No,Website,Completed,Yes,The Sankey,4/10/2020,Weekday
82.95,283095-5P-9009-CI,1/21/2020,1,3,4,King,No,Travel Agent,Completed,Yes,The Chord,1/21/2020,Weekday
172.38,910918-SQ-1335-DZ,10/27/2020,12,4,4,Queen,Yes,Website,Extended,Yes,The Sankey,10/27/2020,Weekday
82.95,004540-ID-5457-AN,5/16/2020,10,2,2,King,Yes,Walk-in,Completed,No,The Chord,5/16/2020,Weekday
114.55,342829-57-3947-PO,9/19/2020,14,3,1,Executive Suite,No,Website,Completed,Yes,The Chord,9/19/2020,Weekday
98.1,301533-DO-6402-XE,5/8/2020,9,1,1,Single,No,Travel Agent,Completed,Yes,The Marimekko,5/8/2020,Weekday
152.1,551439-90-0225-RE,2/19/2020,3,1,1,Single,No,Phone App,Completed,Yes,The Sankey,2/19/2020,Weekday
89.1,482631-63-2303-QR,2/16/2020,7,4,1,Single,Yes,Website,Completed,Yes,The Marimekko,2/16/2020,Weekend
169,671194-I0-2763-FH,4/15/2020,10,1,2,Double,Yes,Phone App,Completed,Yes,The Sankey,4/15/2020,Weekday
152.1,723170-WW-8480-EL,4/30/2020,8,3,2,Single,Yes,Phone App,Completed,Yes,The Sankey,4/30/2020,Weekday
80.58,878623-I1-6120-OM,3/27/2020,3,3,2,Queen,No,Website,Completed,Yes,The Chord,3/27/2020,Weekday
177.45,948024-7W-6261-RN,6/10/2020,11,3,4,King,Yes,Walk-in,Completed,No,The Sankey,6/10/2020,Weekday
98.1,900874-QA-0205-NK,4/28/2020,14,4,3,Single,Yes,Phone App,Completed,Yes,The Marimekko,4/28/2020,Weekday
199,403395-YN-6037-XJ,8/2/2020,5,1,4,Double,Yes,Phone App,Completed,Yes,The Sankey,8/2/2020,Weekend
172.38,840179-9W-3752-TL,10/15/2020,7,4,3,Queen,No,Call Center,Completed,Yes,The Sankey,10/15/2020,Weekday
152.1,044131-42-0385-AM,7/22/2020,14,1,2,Single,No,Travel Agent,Completed,Yes,The Sankey,7/22/2020,Weekday
99,974358-HX-8382-RV,5/31/2020,6,2,3,Double,No,Phone App,Completed,Yes,The Chord,5/31/2020,Weekend
202.98,376502-4E-9224-TE,10/25/2020,11,4,3,Queen,No,Travel Agent,Completed,Yes,The Sankey,10/25/2020,Weekend
109,873344-VA-7456-MR,8/15/2020,10,1,2,Double,No,Phone App,Completed,Yes,The Marimekko,8/15/2020,Weekday
185.9,414847-CS-1084-VK,4/21/2020,12,2,3,Suite,No,Website,No-Show,Yes,The Sankey,4/21/2020,Weekday
114.55,312541-U2-1594-UF,10/9/2020,11,1,1,Executive Suite,No,Website,Completed,Yes,The Chord,10/9/2020,Weekday
177.45,880372-E0-7388-WA,5/15/2020,14,3,3,King,Yes,Walk-in,Completed,No,The Sankey,5/15/2020,Weekday
172.38,198213-YY-6632-GF,9/5/2020,2,4,4,Queen,No,Travel Agent,Completed,Yes,The Sankey,9/5/2020,Weekday
152.1,333371-DK-9996-ZV,1/29/2020,12,1,2,Single,Yes,Call Center,Completed,Yes,The Sankey,1/29/2020,Weekday
99,215775-HN-4713-TZ,6/29/2020,5,3,2,Double,No,Phone App,Completed,Yes,The Marimekko,6/29/2020,Weekend
111.18,169251-CB-7612-FP,3/6/2020,11,1,1,Queen,Yes,Phone App,Completed,No,The Marimekko,3/6/2020,Weekday
119.9,941129-F7-3922-RV,7/4/2020,8,1,3,Suite,No,Travel Agent,Reduced,Yes,The Marimekko,7/4/2020,Weekday
152.1,219770-HR-8188-TH,4/7/2020,6,2,3,Single,No,Phone App,Completed,Yes,The Sankey,4/7/2020,Weekday
114.45,987267-GI-4052-NZ,7/18/2020,6,4,2,King,No,Phone App,Completed,Yes,The Marimekko,7/18/2020,Weekday
109,341224-Q7-0220-DM,5/20/2020,14,4,4,Double,No,Website,Completed,Yes,The Marimekko,5/20/2020,Weekday
288.55,120342-FP-0122-RW,4/19/2020,9,1,2,Executive Suite,No,Phone App,Completed,Yes,The Sankey,4/19/2020,Weekend
177.45,937312-TD-0192-BT,9/4/2020,9,1,2,King,No,Website,Completed,Yes,The Sankey,9/4/2020,Weekday
89.1,746891-MC-7079-RU,5/17/2020,10,4,3,Single,Yes,Phone App,Completed,Yes,The Marimekko,5/17/2020,Weekend
71.1,774710-WA-6878-GR,5/12/2020,1,4,2,Single,No,Travel Agent,Completed,Yes,The Chord,5/12/2020,Weekday
108.9,887820-CZ-7113-KD,10/4/2020,5,3,2,Suite,Yes,Phone App,Completed,Yes,The Chord,10/4/2020,Weekend
111.18,280569-NW-2818-HY,5/2/2020,9,3,1,Queen,No,Website,Completed,No,The Marimekko,5/2/2020,Weekday
82.95,254108-VT-7484-EC,8/25/2020,6,3,3,King,No,Phone App,Completed,Yes,The Chord,8/25/2020,Weekday
103.95,704852-0L-7290-EC,2/2/2020,8,3,3,King,No,Call Center,Completed,Yes,The Chord,2/2/2020,Weekend
152.1,239803-N6-4510-KC,5/2/2020,2,4,3,Single,Yes,Website,Completed,Yes,The Sankey,5/2/2020,Weekday
208.95,720922-OX-1801-WB,8/31/2020,1,3,4,King,Yes,Call Center,Completed,Yes,The Sankey,8/31/2020,Weekend
109,337582-XO-5410-UN,2/29/2020,6,4,1,Double,No,Phone App,Completed,Yes,The Marimekko,2/29/2020,Weekday
71.1,355677-WG-7001-WQ,10/6/2020,6,2,4,Single,No,Website,No-Show,No,The Chord,10/6/2020,Weekday
185.9,839723-43-1866-ZX,2/7/2020,5,1,1,Suite,No,Travel Agent,Completed,Yes,The Sankey,2/7/2020,Weekday
199,297392-Z2-6929-UL,9/27/2020,9,3,1,Double,Yes,Website,Completed,Yes,The Sankey,9/27/2020,Weekend
152.1,807515-3E-6984-PC,4/29/2020,7,2,2,Single,Yes,Call Center,Completed,Yes,The Sankey,4/29/2020,Weekday
143.55,063650-KO-3114-QL,7/5/2020,3,3,1,Executive Suite,No,Phone App,Completed,No,The Marimekko,7/5/2020,Weekend
245.05,036073-OY-2212-KE,7/11/2020,2,2,2,Executive Suite,Yes,Phone App,Completed,No,The Sankey,7/11/2020,Weekday
199,123280-CR-6573-US,3/9/2020,4,1,1,Double,No,Website,Completed,Yes,The Sankey,3/9/2020,Weekend
169,071146-EQ-1837-ZK,5/8/2020,7,1,3,Double,No,Travel Agent,Completed,Yes,The Sankey,5/8/2020,Weekday
185.9,904280-E3-9561-MU,3/3/2020,11,2,2,Suite,No,Travel Agent,Completed,Yes,The Sankey,3/3/2020,Weekday
99,820444-0R-6766-OT,8/30/2020,5,1,2,Double,No,Website,Completed,Yes,The Chord,8/30/2020,Weekend
82.95,222070-4L-1058-FR,10/13/2020,4,2,4,King,No,Website,No-Show,Yes,The Chord,10/13/2020,Weekday
199,951255-09-7384-MI,2/9/2020,10,1,4,Double,No,Phone App,Completed,Yes,The Sankey,2/9/2020,Weekend
79,176489-9U-3684-GE,6/19/2020,11,1,3,Double,Yes,Website,Completed,Yes,The Chord,6/19/2020,Weekday
202.98,776055-YB-4694-MU,7/6/2020,4,3,3,Queen,No,Travel Agent,Completed,Yes,The Sankey,7/6/2020,Weekend
152.1,365940-6N-3564-AS,7/25/2020,2,4,4,Single,Yes,Travel Agent,Completed,Yes,The Sankey,7/25/2020,Weekday
288.55,492575-SO-3419-MY,2/17/2020,9,4,1,Executive Suite,No,Phone App,Completed,No,The Sankey,2/17/2020,Weekend
169,273195-9F-3649-MF,7/2/2020,11,1,2,Double,Yes,Phone App,Completed,Yes,The Sankey,7/2/2020,Weekday
109,242746-3I-6694-DT,8/5/2020,8,4,3,Double,No,Travel Agent,Completed,Yes,The Marimekko,8/5/2020,Weekday
169,728081-7A-4547-LF,9/18/2020,7,2,2,Double,No,Travel Agent,Completed,Yes,The Sankey,9/18/2020,Weekday
177.45,112244-DV-5744-DO,10/10/2020,3,4,3,King,No,Travel Agent,Completed,Yes,The Sankey,10/10/2020,Weekday
245.05,973344-BD-2906-MO,5/5/2020,11,2,2,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,5/5/2020,Weekday
98.1,019313-UT-5231-JL,5/23/2020,7,1,3,Single,Yes,Website,Completed,Yes,The Marimekko,5/23/2020,Weekday
218.9,167476-VJ-2042-JQ,6/29/2020,3,1,1,Suite,No,Walk-in,Completed,No,The Sankey,6/29/2020,Weekend
172.38,186074-0A-4880-OF,4/28/2020,7,1,1,Queen,No,Phone App,Completed,Yes,The Sankey,4/28/2020,Weekday
158.05,938237-CD-1289-WF,4/18/2020,2,2,4,Executive Suite,Yes,Phone App,Completed,No,The Marimekko,4/18/2020,Weekday
245.05,333077-GD-8422-HE,10/14/2020,2,4,1,Executive Suite,Yes,Website,Completed,Yes,The Sankey,10/14/2020,Weekday
100.98,986383-DR-9114-IW,4/5/2020,12,2,2,Queen,Yes,Website,Completed,Yes,The Chord,4/5/2020,Weekend
114.45,785938-BG-0498-QU,2/28/2020,6,1,4,King,No,Website,Completed,Yes,The Marimekko,2/28/2020,Weekday
245.05,534706-VI-1757-UT,8/19/2020,9,1,3,Executive Suite,No,Call Center,Completed,Yes,The Sankey,8/19/2020,Weekday
