Question Number,Question Text,University,Sample Size,% Agree
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",The University of Kent,4445,0.9034
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",The University of Kent,4445,0.8824
Q21,I feel part of a community of staff and students,The University of Kent,4445,0.6209
Q22,I have had the right opportunities to work with other students as part of my course,The University of Kent,4445,0.8078
Q23,I have had the right opportunities to provide feedback on my course,The University of Kent,4445,0.8361
Q24,Staff value students’ views and opinions about the course,The University of Kent,4445,0.746
Q25,It is clear how students’ feedback on the course has been acted on,The University of Kent,4445,0.5295
Q26,The students’ union (association or guild) effectively represents students’ academic interests,The University of Kent,4445,0.469
Q27,"Overall, I am satisfied with the quality of the course",The University of Kent,4445,0.8271
Q01,Staff are good at explaining things,The Kingham Hill Trust,35,1
Q02,Staff have made the subject interesting,The Kingham Hill Trust,35,1
Q03,The course is intellectually stimulating,The Kingham Hill Trust,35,1
Q04,My course has challenged me to achieve my best work,The Kingham Hill Trust,35,1
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,The Kingham Hill Trust,35,1
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,The Kingham Hill Trust,35,1
Q07,My course has provided me with opportunities to apply what I have learnt,The Kingham Hill Trust,35,1
Q08,The criteria used in marking have been clear in advance,The Kingham Hill Trust,35,1
Q09,Marking and assessment has been fair,The Kingham Hill Trust,35,1
Q10,Feedback on my work has been timely,The Kingham Hill Trust,35,0.9706
Q11,I have received helpful comments on my work,The Kingham Hill Trust,35,0.9706
Q12,I have been able to contact staff when I needed to,The Kingham Hill Trust,35,1
Q13,I have received sufficient advice and guidance in relation to my course,The Kingham Hill Trust,35,1
Q14,Good advice was available when I needed to make study choices on my course,The Kingham Hill Trust,35,1
Q15,The course is well organised and running smoothly,The Kingham Hill Trust,35,0.9706
Q16,The timetable works efficiently for me,The Kingham Hill Trust,35,1
Q17,Any changes in the course or teaching have been communicated effectively,The Kingham Hill Trust,35,0.9706
Q18,The IT resources and facilities provided have supported my learning well,The Kingham Hill Trust,35,0.9412
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",The Kingham Hill Trust,35,1
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",The Kingham Hill Trust,35,1
Q21,I feel part of a community of staff and students,The Kingham Hill Trust,35,1
Q22,I have had the right opportunities to work with other students as part of my course,The Kingham Hill Trust,35,1
Q23,I have had the right opportunities to provide feedback on my course,The Kingham Hill Trust,35,1
Q24,Staff value students’ views and opinions about the course,The Kingham Hill Trust,35,1
Q25,It is clear how students’ feedback on the course has been acted on,The Kingham Hill Trust,35,1
Q26,The students’ union (association or guild) effectively represents students’ academic interests,The Kingham Hill Trust,35,0.9706
Q27,"Overall, I am satisfied with the quality of the course",The Kingham Hill Trust,35,1
Q01,Staff are good at explaining things,King's College London,4886,0.8483
Q02,Staff have made the subject interesting,King's College London,4886,0.7849
Q03,The course is intellectually stimulating,King's College London,4886,0.8723
Q04,My course has challenged me to achieve my best work,King's College London,4886,0.7351
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,King's College London,4886,0.7977
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,King's College London,4886,0.8143
Q07,My course has provided me with opportunities to apply what I have learnt,King's College London,4886,0.7123
Q08,The criteria used in marking have been clear in advance,King's College London,4886,0.611
Q09,Marking and assessment has been fair,King's College London,4886,0.6242
Q10,Feedback on my work has been timely,King's College London,4886,0.6236
Q11,I have received helpful comments on my work,King's College London,4886,0.6115
Q12,I have been able to contact staff when I needed to,King's College London,4886,0.8169
Q13,I have received sufficient advice and guidance in relation to my course,King's College London,4886,0.6648
Q14,Good advice was available when I needed to make study choices on my course,King's College London,4886,0.6069
Q15,The course is well organised and running smoothly,King's College London,4886,0.541
Q16,The timetable works efficiently for me,King's College London,4886,0.7464
Q17,Any changes in the course or teaching have been communicated effectively,King's College London,4886,0.6732
Q18,The IT resources and facilities provided have supported my learning well,King's College London,4886,0.8119
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",King's College London,4886,0.8665
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",King's College London,4886,0.848
Q21,I feel part of a community of staff and students,King's College London,4886,0.5691
Q22,I have had the right opportunities to work with other students as part of my course,King's College London,4886,0.7543
Q23,I have had the right opportunities to provide feedback on my course,King's College London,4886,0.809
Q24,Staff value students’ views and opinions about the course,King's College London,4886,0.6713
Q25,It is clear how students’ feedback on the course has been acted on,King's College London,4886,0.4905
Q26,The students’ union (association or guild) effectively represents students’ academic interests,King's College London,4886,0.4638
Q27,"Overall, I am satisfied with the quality of the course",King's College London,4886,0.775
Q01,Staff are good at explaining things,Kingston Maurward College,18,0.9333
Q02,Staff have made the subject interesting,Kingston Maurward College,18,0.9333
Q03,The course is intellectually stimulating,Kingston Maurward College,18,0.8
Q04,My course has challenged me to achieve my best work,Kingston Maurward College,18,0.8667
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Kingston Maurward College,18,0.8
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Kingston Maurward College,18,0.7333
Q07,My course has provided me with opportunities to apply what I have learnt,Kingston Maurward College,18,0.6
Q08,The criteria used in marking have been clear in advance,Kingston Maurward College,18,0.9333
Q09,Marking and assessment has been fair,Kingston Maurward College,18,0.8
Q10,Feedback on my work has been timely,Kingston Maurward College,18,0.6667
Q11,I have received helpful comments on my work,Kingston Maurward College,18,0.8667
Q12,I have been able to contact staff when I needed to,Kingston Maurward College,18,0.8
Q13,I have received sufficient advice and guidance in relation to my course,Kingston Maurward College,18,0.8667
Q14,Good advice was available when I needed to make study choices on my course,Kingston Maurward College,18,0.8
