UKPRN,Provider name,Country of provider,Domicile,Level of qualification obtained,Mode of former study,Interim study,Age group,Activity,Academic year,Number
10007150,The University of Kent,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,35
10007767,Keele University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,10
10007768,The University of Lancaster,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,30
10008071,AA School of Architecture,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,0
10035638,Institute of Contemporary Music Performance,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,5
10067853,ACM Guildford Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,5
10082570,Kaplan International Colleges U.K. Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time employment,2021/22,0
10000291,Anglia Ruskin University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,5
10000381,Arts Educational Schools,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,5
10000415,Askham Bryan College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003189,Kirklees College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003558,Kendal College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003645,King's College London,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,10
10003676,Kingston Maurward College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003678,Kingston University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,10
10003753,Lakes College West Cumbria,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003758,LAMDA Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10003854,Leeds Arts University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10004927,Activate Learning,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,5
10005451,Arden University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10007150,The University of Kent,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10007767,Keele University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,5
10007768,The University of Lancaster,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,10
10008071,AA School of Architecture,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10035638,Institute of Contemporary Music Performance,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10067853,ACM Guildford Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10082570,Kaplan International Colleges U.K. Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Full-time further study,2021/22,0
10000291,Anglia Ruskin University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,65
10000381,Arts Educational Schools,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,20
10000415,Askham Bryan College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,15
10003189,Kirklees College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,5
10003558,Kendal College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,5
10003645,King's College London,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,80
10003676,Kingston Maurward College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,0
10003678,Kingston University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,100
10003753,Lakes College West Cumbria,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,10
10003758,LAMDA Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,0
10003854,Leeds Arts University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,25
10004927,Activate Learning,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,30
10005451,Arden University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,0
10007150,The University of Kent,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,70
10007767,Keele University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,35
10007768,The University of Lancaster,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,60
10008071,AA School of Architecture,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,0
10035638,Institute of Contemporary Music Performance,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,5
10067853,ACM Guildford Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,5
10082570,Kaplan International Colleges U.K. Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Non-respondents,2021/22,0
10000291,Anglia Ruskin University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10000381,Arts Educational Schools,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10000415,Askham Bryan College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003189,Kirklees College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003558,Kendal College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003645,King's College London,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10003676,Kingston Maurward College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003678,Kingston University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10003753,Lakes College West Cumbria,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003758,LAMDA Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10003854,Leeds Arts University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10004927,Activate Learning,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10005451,Arden University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007150,The University of Kent,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10007767,Keele University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,5
10007768,The University of Lancaster,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,10
10008071,AA School of Architecture,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10035638,Institute of Contemporary Music Performance,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10067853,ACM Guildford Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10082570,Kaplan International Colleges U.K. Limited,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,"Other including travel, caring for someone or retired",2021/22,0
10000291,Anglia Ruskin University,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,10
10000381,Arts Educational Schools,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,5
10000415,Askham Bryan College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,0
10003189,Kirklees College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,0
10003558,Kendal College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,0
10003645,King's College London,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,10
10003676,Kingston Maurward College,England,UK,Undergraduate,Full-time,Exclude significant interim study,20 and under,Part-time employment,2021/22,0
